OG_name,CAI_mean,CAI_std
OG_84,0.785,0.0
OG_85,0.654,0.017
OG_86,0.613,0.016
OG_87,0.642,0.029
OG_88,0.647,0.029
OG_89,0.617,0.01
OG_90,0.619,0.02
OG_91,0.615,0.022
OG_92,0.642,0.03
OG_93,0.648,0.017
OG_94,0.638,0.024
OG_95,0.659,0.017
OG_96,0.671,0.02
OG_97,0.65,0.014
OG_98,0.695,0.021
OG_99,0.664,0.02
OG_100,0.599,0.029
OG_101,0.7,0.016
OG_102,0.675,0.016
OG_103,0.67,0.044
OG_104,0.667,0.035
OG_105,0.67,0.029
OG_106,0.679,0.02
OG_107,0.69,0.01
OG_108,0.657,0.02
OG_109,0.674,0.02
OG_110,0.679,0.032
OG_111,0.68,0.017
OG_112,0.705,0.017
OG_113,0.613,0.014
OG_114,0.653,0.036
OG_115,0.654,0.017
OG_116,0.689,0.012
OG_117,0.715,0.018
OG_118,0.688,0.022
OG_119,0.688,0.015
OG_120,0.645,0.008
OG_121,0.651,0.029
OG_122,0.626,0.016
OG_123,0.685,0.029
OG_124,0.629,0.034
OG_125,0.645,0.013
OG_126,0.637,0.024
OG_127,0.613,0.016
OG_128,0.582,0.017
OG_129,0.662,0.011
OG_130,0.657,0.011
OG_131,0.647,0.01
OG_132,0.642,0.008
OG_133,0.653,0.017
OG_134,0.634,0.014
OG_135,0.647,0.015
OG_136,0.63,0.023
OG_137,0.646,0.023
OG_138,0.642,0.021
OG_139,0.635,0.018
OG_140,0.637,0.012
OG_141,0.581,0.013
OG_142,0.651,0.045
OG_143,0.627,0.018
OG_144,0.725,0.023
OG_145,0.638,0.013
OG_146,0.634,0.008
OG_147,0.625,0.014
OG_148,0.618,0.024
OG_149,0.642,0.017
OG_150,0.619,0.016
OG_151,0.639,0.017
OG_152,0.581,0.022
OG_153,0.608,0.018
OG_154,0.628,0.02
OG_155,0.582,0.009
OG_156,0.551,0.021
OG_157,0.599,0.011
OG_158,0.588,0.031
OG_159,0.605,0.008
OG_160,0.594,0.02
OG_161,0.593,0.032
OG_162,0.58,0.013
OG_163,0.63,0.021
OG_164,0.627,0.023
OG_165,0.606,0.028
OG_166,0.623,0.02
OG_167,0.659,0.055
OG_168,0.632,0.013
OG_169,0.657,0.018
OG_170,0.646,0.0
OG_171,0.637,0.0
OG_172,0.645,0.02
OG_173,0.606,0.02
OG_174,0.636,0.018
OG_175,0.649,0.018
OG_176,0.665,0.016
OG_177,0.605,0.013
OG_178,0.629,0.019
OG_179,0.6,0.018
OG_180,0.667,0.004
OG_181,0.625,0.015
OG_182,0.64,0.021
OG_183,0.623,0.016
OG_184,0.598,0.015
OG_185,0.653,0.015
OG_186,0.624,0.042
OG_187,0.59,0.016
OG_188,0.727,0.044
OG_189,0.691,0.014
OG_190,0.643,0.028
OG_191,0.657,0.012
OG_192,0.56,0.037
OG_193,0.585,0.014
OG_194,0.647,0.021
OG_195,0.685,0.019
OG_196,0.675,0.013
OG_197,0.718,0.038
OG_198,0.628,0.011
OG_199,0.627,0.012
OG_200,0.598,0.027
OG_201,0.69,0.015
OG_202,0.664,0.016
OG_203,0.635,0.029
OG_204,0.561,0.016
OG_205,0.606,0.017
OG_206,0.603,0.021
OG_207,0.607,0.018
OG_208,0.615,0.033
OG_209,0.626,0.005
OG_210,0.611,0.014
OG_211,0.627,0.023
OG_212,0.581,0.014
OG_213,0.58,0.021
OG_214,0.607,0.03
OG_215,0.653,0.025
OG_216,0.639,0.021
OG_217,0.61,0.02
OG_218,0.62,0.043
OG_219,0.638,0.022
OG_220,0.59,0.015
OG_221,0.619,0.013
OG_222,0.636,0.014
OG_223,0.657,0.015
OG_224,0.646,0.024
OG_225,0.547,0.02
OG_226,0.593,0.02
OG_227,0.552,0.02
OG_228,0.64,0.014
OG_229,0.653,0.024
OG_230,0.646,0.028
OG_231,0.646,0.022
OG_232,0.595,0.016
OG_233,0.63,0.011
OG_234,0.628,0.013
OG_235,0.621,0.036
OG_236,0.64,0.022
OG_237,0.619,0.025
OG_238,0.578,0.021
OG_239,0.665,0.022
OG_240,0.662,0.031
OG_241,0.664,0.033
OG_242,0.584,0.025
OG_243,0.573,0.024
OG_244,0.615,0.023
OG_245,0.667,0.025
OG_246,0.653,0.011
OG_247,0.599,0.019
OG_248,0.62,0.023
OG_249,0.613,0.017
OG_250,0.664,0.014
OG_251,0.633,0.026
OG_252,0.635,0.024
OG_253,0.628,0.013
OG_254,0.589,0.024
OG_255,0.645,0.017
OG_256,0.603,0.018
OG_257,0.652,0.025
OG_258,0.687,0.036
OG_259,0.591,0.023
OG_260,0.588,0.016
OG_261,0.627,0.037
OG_262,0.61,0.037
OG_263,0.58,0.015
OG_264,0.64,0.021
OG_265,0.602,0.025
OG_266,0.626,0.018
OG_267,0.648,0.021
OG_268,0.65,0.0
OG_269,0.619,0.022
OG_270,0.624,0.016
OG_271,0.65,0.024
OG_272,0.621,0.013
OG_273,0.608,0.007
OG_274,0.602,0.007
OG_275,0.625,0.011
OG_276,0.637,0.01
OG_277,0.622,0.009
OG_278,0.613,0.004
OG_279,0.591,0.0
OG_280,0.622,0.0
OG_281,0.591,0.0
OG_282,0.637,0.0
OG_283,0.614,0.0
OG_284,0.579,0.0
OG_285,0.588,0.007
OG_286,0.649,0.009
OG_287,0.605,0.007
OG_288,0.579,0.02
OG_289,0.614,0.01
OG_290,0.604,0.012
OG_291,0.633,0.007
OG_292,0.637,0.007
OG_293,0.671,0.029
OG_294,0.595,0.018
OG_295,0.637,0.019
OG_296,0.643,0.014
OG_297,0.588,0.017
OG_298,0.591,0.005
OG_299,0.628,0.037
OG_300,0.613,0.0
OG_301,0.62,0.022
OG_302,0.651,0.04
OG_303,0.593,0.01
OG_304,0.685,0.02
OG_305,0.506,0.003
OG_306,0.629,0.012
OG_307,0.618,0.016
OG_308,0.636,0.025
OG_309,0.628,0.026
OG_310,0.626,0.015
OG_311,0.606,0.015
OG_312,0.63,0.01
OG_313,0.66,0.017
OG_314,0.649,0.031
OG_315,0.638,0.027
OG_316,0.639,0.018
OG_317,0.684,0.036
OG_318,0.586,0.017
OG_319,0.681,0.019
OG_320,0.621,0.023
OG_321,0.629,0.022
OG_322,0.621,0.018
OG_323,0.651,0.012
OG_324,0.637,0.022
OG_325,0.64,0.016
OG_326,0.592,0.004
OG_327,0.616,0.01
OG_328,0.633,0.022
OG_329,0.657,0.038
OG_330,0.679,0.015
OG_331,0.645,0.017
OG_332,0.576,0.02
OG_333,0.585,0.012
OG_334,0.639,0.019
OG_335,0.614,0.028
OG_336,0.631,0.012
OG_337,0.69,0.033
OG_338,0.62,0.015
OG_339,0.621,0.01
OG_340,0.619,0.021
OG_341,0.609,0.021
OG_342,0.593,0.004
OG_343,0.595,0.014
OG_344,0.637,0.016
OG_345,0.648,0.029
OG_346,0.616,0.014
OG_347,0.63,0.022
OG_348,0.638,0.025
OG_349,0.652,0.017
OG_350,0.622,0.031
OG_351,0.631,0.022
OG_352,0.654,0.034
OG_353,0.674,0.016
OG_354,0.623,0.006
OG_355,0.59,0.004
OG_356,0.588,0.026
OG_357,0.644,0.018
OG_358,0.668,0.017
OG_359,0.604,0.029
OG_360,0.637,0.012
OG_361,0.649,0.013
OG_362,0.636,0.037
OG_363,0.598,0.033
OG_364,0.585,0.01
OG_365,0.589,0.024
OG_366,0.625,0.023
OG_367,0.645,0.017
OG_368,0.606,0.02
OG_369,0.579,0.0
OG_370,0.681,0.032
OG_371,0.682,0.01
OG_372,0.647,0.017
OG_373,0.641,0.021
OG_374,0.652,0.014
OG_375,0.64,0.031
OG_376,0.651,0.017
OG_377,0.597,0.011
OG_378,0.651,0.014
OG_379,0.609,0.014
OG_380,0.677,0.033
OG_381,0.621,0.022
OG_382,0.635,0.03
OG_383,0.622,0.018
OG_384,0.618,0.023
OG_385,0.624,0.022
OG_386,0.647,0.023
OG_387,0.666,0.018
OG_388,0.62,0.027
OG_389,0.613,0.032
OG_390,0.631,0.028
OG_391,0.659,0.005
OG_392,0.617,0.001
OG_393,0.635,0.0
OG_394,0.589,0.0
OG_395,0.616,0.015
OG_396,0.658,0.018
OG_397,0.659,0.018
OG_398,0.602,0.015
OG_399,0.645,0.014
OG_400,0.657,0.012
OG_401,0.518,0.005
OG_402,0.545,0.0
OG_403,0.588,0.01
OG_404,0.6,0.001
OG_405,0.634,0.014
OG_406,0.628,0.018
OG_407,0.625,0.018
OG_408,0.626,0.017
OG_409,0.66,0.017
OG_410,0.667,0.029
OG_411,0.635,0.012
OG_412,0.666,0.021
OG_413,0.647,0.017
OG_414,0.685,0.028
OG_415,0.701,0.029
OG_416,0.659,0.016
OG_417,0.714,0.041
OG_418,0.607,0.022
OG_419,0.626,0.023
OG_420,0.566,0.011
OG_421,0.632,0.023
OG_422,0.589,0.016
OG_423,0.61,0.017
OG_424,0.64,0.032
OG_425,0.659,0.012
OG_426,0.629,0.017
OG_427,0.618,0.016
OG_428,0.641,0.015
OG_429,0.591,0.02
OG_430,0.584,0.022
OG_431,0.592,0.006
OG_432,0.589,0.008
OG_433,0.691,0.024
OG_434,0.616,0.015
OG_435,0.633,0.019
OG_436,0.639,0.006
OG_437,0.642,0.016
OG_438,0.66,0.01
OG_439,0.66,0.013
OG_440,0.673,0.007
OG_441,0.642,0.018
OG_442,0.631,0.017
OG_443,0.663,0.015
OG_444,0.657,0.019
OG_445,0.644,0.017
OG_446,0.649,0.015
OG_447,0.66,0.016
OG_448,0.633,0.014
OG_449,0.637,0.02
OG_450,0.635,0.024
OG_451,0.642,0.023
OG_452,0.662,0.025
OG_453,0.609,0.016
OG_454,0.618,0.016
OG_455,0.528,0.017
OG_456,0.66,0.022
OG_457,0.609,0.011
OG_458,0.647,0.024
OG_459,0.642,0.013
OG_460,0.62,0.021
OG_461,0.651,0.043
OG_462,0.615,0.017
OG_463,0.671,0.025
OG_464,0.663,0.017
OG_465,0.631,0.01
OG_466,0.642,0.013
OG_467,0.654,0.012
OG_468,0.641,0.01
OG_469,0.656,0.015
OG_470,0.641,0.02
OG_471,0.67,0.02
OG_472,0.666,0.01
OG_473,0.684,0.009
OG_474,0.67,0.022
OG_475,0.605,0.028
OG_476,0.601,0.029
OG_477,0.65,0.017
OG_478,0.686,0.007
OG_479,0.646,0.011
OG_480,0.6,0.015
OG_481,0.656,0.01
OG_482,0.652,0.03
OG_483,0.664,0.012
OG_484,0.65,0.026
OG_485,0.648,0.006
OG_486,0.685,0.023
OG_487,0.672,0.02
OG_488,0.664,0.01
OG_489,0.661,0.043
OG_490,0.66,0.015
OG_491,0.675,0.014
OG_492,0.67,0.017
OG_493,0.675,0.031
OG_494,0.589,0.02
OG_495,0.618,0.01
OG_496,0.61,0.012
OG_497,0.589,0.012
OG_498,0.612,0.014
OG_499,0.586,0.023
OG_500,0.67,0.014
OG_501,0.651,0.01
OG_502,0.64,0.02
OG_503,0.646,0.009
OG_504,0.624,0.014
OG_505,0.623,0.016
OG_506,0.624,0.012
OG_507,0.644,0.019
OG_508,0.634,0.028
OG_509,0.633,0.025
OG_510,0.601,0.012
OG_511,0.666,0.012
OG_512,0.666,0.009
OG_513,0.662,0.011
OG_514,0.656,0.014
OG_515,0.627,0.009
OG_516,0.673,0.026
OG_517,0.631,0.024
OG_518,0.663,0.014
OG_519,0.65,0.017
OG_520,0.613,0.013
OG_521,0.669,0.0
OG_522,0.603,0.012
OG_523,0.606,0.032
OG_524,0.649,0.011
OG_525,0.642,0.014
OG_526,0.658,0.022
OG_527,0.696,0.021
OG_528,0.61,0.006
OG_529,0.641,0.005
OG_530,0.638,0.018
OG_531,0.67,0.011
OG_532,0.695,0.024
OG_533,0.646,0.02
OG_534,0.625,0.028
OG_535,0.661,0.02
OG_536,0.665,0.0
OG_537,0.674,0.019
OG_538,0.705,0.022
OG_539,0.633,0.019
OG_540,0.662,0.011
OG_541,0.589,0.017
OG_542,0.639,0.017
OG_543,0.604,0.007
OG_544,0.618,0.017
OG_545,0.647,0.017
OG_546,0.624,0.013
OG_547,0.628,0.015
OG_548,0.664,0.0
OG_549,0.608,0.027
OG_550,0.639,0.016
OG_551,0.64,0.014
OG_552,0.609,0.017
OG_553,0.594,0.018
OG_554,0.604,0.024
OG_555,0.611,0.006
OG_556,0.638,0.019
OG_557,0.668,0.025
OG_558,0.679,0.026
OG_559,0.645,0.014
OG_560,0.572,0.0
OG_561,0.591,0.0
OG_562,0.599,0.001
OG_563,0.641,0.014
OG_564,0.659,0.009
OG_565,0.616,0.006
OG_566,0.611,0.006
OG_567,0.671,0.006
OG_568,0.59,0.0
OG_569,0.589,0.006
OG_570,0.691,0.001
OG_571,0.666,0.012
OG_572,0.671,0.018
OG_573,0.563,0.027
OG_574,0.597,0.0
OG_575,0.651,0.001
OG_576,0.636,0.0
OG_577,0.646,0.0
OG_578,0.579,0.016
OG_579,0.623,0.02
OG_580,0.588,0.016
OG_581,0.618,0.014
OG_582,0.586,0.0
OG_583,0.644,0.031
OG_584,0.647,0.018
OG_585,0.585,0.021
OG_586,0.618,0.012
OG_587,0.635,0.02
OG_588,0.632,0.003
OG_589,0.623,0.021
OG_590,0.638,0.02
OG_591,0.644,0.02
OG_592,0.577,0.044
OG_593,0.618,0.019
OG_594,0.61,0.01
OG_595,0.594,0.019
OG_596,0.582,0.035
OG_597,0.599,0.031
OG_598,0.606,0.02
OG_599,0.619,0.034
OG_600,0.627,0.034
OG_601,0.575,0.033
OG_602,0.628,0.026
OG_603,0.62,0.021
OG_604,0.64,0.035
OG_605,0.654,0.018
OG_606,0.649,0.01
OG_607,0.639,0.016
OG_608,0.63,0.017
OG_609,0.604,0.008
OG_610,0.624,0.015
OG_611,0.642,0.011
OG_612,0.662,0.02
OG_613,0.579,0.0
OG_614,0.608,0.0
OG_615,0.611,0.025
OG_616,0.551,0.008
OG_617,0.645,0.01
OG_618,0.61,0.012
OG_619,0.65,0.017
OG_620,0.65,0.01
OG_621,0.632,0.024
OG_622,0.651,0.016
OG_623,0.628,0.018
OG_624,0.678,0.022
OG_625,0.637,0.026
OG_626,0.633,0.015
OG_627,0.605,0.0
OG_628,0.569,0.0
OG_629,0.652,0.004
OG_630,0.657,0.015
OG_631,0.602,0.0
OG_632,0.62,0.036
OG_633,0.63,0.02
OG_634,0.663,0.051
OG_635,0.709,0.016
OG_636,0.572,0.022
OG_637,0.614,0.001
OG_638,0.592,0.001
OG_639,0.621,0.036
OG_640,0.567,0.026
OG_641,0.622,0.012
OG_642,0.66,0.022
OG_643,0.676,0.027
OG_644,0.644,0.019
OG_645,0.631,0.019
OG_646,0.686,0.032
OG_647,0.616,0.016
OG_648,0.726,0.027
OG_649,0.632,0.011
OG_650,0.656,0.015
OG_651,0.642,0.014
OG_652,0.669,0.016
OG_653,0.625,0.012
OG_654,0.651,0.015
OG_655,0.667,0.008
OG_656,0.642,0.012
OG_657,0.645,0.026
OG_658,0.659,0.03
OG_659,0.642,0.011
OG_660,0.602,0.015
OG_661,0.551,0.0
OG_662,0.634,0.022
OG_663,0.649,0.015
OG_664,0.607,0.022
OG_665,0.654,0.017
OG_666,0.619,0.007
OG_667,0.56,0.024
OG_668,0.627,0.021
OG_669,0.614,0.015
OG_670,0.646,0.007
OG_671,0.669,0.01
OG_672,0.612,0.033
OG_673,0.613,0.021
OG_674,0.645,0.011
OG_675,0.631,0.016
OG_676,0.672,0.014
OG_677,0.67,0.011
OG_678,0.681,0.021
OG_679,0.65,0.028
OG_680,0.656,0.019
OG_681,0.651,0.042
OG_682,0.672,0.016
OG_683,0.684,0.006
OG_684,0.69,0.007
OG_685,0.762,0.016
OG_686,0.677,0.032
OG_687,0.674,0.011
OG_688,0.668,0.025
OG_689,0.687,0.012
OG_690,0.661,0.026
OG_691,0.705,0.015
OG_692,0.602,0.019
OG_693,0.63,0.013
OG_694,0.629,0.017
OG_695,0.538,0.023
OG_696,0.581,0.007
OG_697,0.608,0.011
OG_698,0.621,0.01
OG_699,0.645,0.014
OG_700,0.638,0.014
OG_701,0.635,0.017
OG_702,0.655,0.019
OG_703,0.617,0.015
OG_704,0.613,0.013
OG_705,0.546,0.019
OG_706,0.592,0.013
OG_707,0.6,0.011
OG_708,0.63,0.011
OG_709,0.636,0.02
OG_710,0.603,0.022
OG_711,0.643,0.02
OG_712,0.615,0.016
OG_713,0.595,0.015
OG_714,0.634,0.019
OG_715,0.613,0.02
OG_716,0.627,0.024
OG_717,0.595,0.014
OG_718,0.657,0.032
OG_719,0.608,0.01
OG_720,0.674,0.02
OG_721,0.594,0.013
OG_722,0.605,0.013
OG_723,0.645,0.015
OG_724,0.642,0.025
OG_725,0.636,0.025
OG_726,0.649,0.012
OG_727,0.585,0.022
OG_728,0.64,0.018
OG_729,0.619,0.004
OG_730,0.609,0.018
OG_731,0.669,0.02
OG_732,0.633,0.011
OG_733,0.633,0.017
OG_734,0.654,0.022
OG_735,0.663,0.013
OG_736,0.676,0.013
OG_737,0.631,0.012
OG_738,0.614,0.015
OG_739,0.676,0.01
OG_740,0.596,0.012
OG_741,0.664,0.016
OG_742,0.593,0.015
OG_743,0.599,0.014
OG_744,0.655,0.02
OG_745,0.687,0.007
OG_746,0.62,0.019
OG_747,0.649,0.036
OG_748,0.636,0.036
OG_749,0.606,0.024
OG_750,0.557,0.016
OG_751,0.691,0.036
OG_752,0.671,0.032
OG_753,0.698,0.029
OG_754,0.663,0.022
OG_755,0.669,0.009
OG_756,0.666,0.011
OG_757,0.635,0.017
OG_758,0.615,0.012
OG_759,0.627,0.012
OG_760,0.66,0.011
OG_761,0.69,0.024
OG_762,0.591,0.027
OG_763,0.628,0.02
OG_764,0.639,0.02
OG_765,0.636,0.018
OG_766,0.664,0.0
OG_767,0.652,0.002
OG_768,0.672,0.023
OG_769,0.68,0.016
OG_770,0.663,0.011
OG_771,0.605,0.012
OG_772,0.652,0.009
OG_773,0.655,0.009
OG_774,0.644,0.012
OG_775,0.65,0.014
OG_776,0.66,0.007
OG_777,0.662,0.018
OG_778,0.632,0.015
OG_779,0.628,0.021
OG_780,0.652,0.01
OG_781,0.658,0.015
OG_782,0.656,0.017
OG_783,0.628,0.013
OG_784,0.608,0.013
OG_785,0.689,0.0
OG_786,0.621,0.004
OG_787,0.642,0.0
OG_788,0.633,0.0
OG_789,0.645,0.012
OG_790,0.654,0.0
OG_791,0.629,0.0
OG_792,0.646,0.0
OG_793,0.581,0.0
OG_794,0.623,0.014
OG_795,0.591,0.009
OG_796,0.578,0.008
OG_797,0.608,0.007
OG_798,0.598,0.013
OG_799,0.674,0.009
OG_800,0.62,0.017
OG_801,0.664,0.023
OG_802,0.665,0.017
OG_803,0.635,0.014
OG_804,0.637,0.015
OG_805,0.624,0.009
OG_806,0.59,0.017
OG_807,0.704,0.024
OG_808,0.619,0.014
OG_809,0.673,0.028
OG_810,0.695,0.028
OG_811,0.684,0.025
OG_812,0.595,0.015
OG_813,0.704,0.023
OG_814,0.642,0.014
OG_815,0.581,0.024
OG_816,0.622,0.002
OG_817,0.635,0.016
OG_818,0.66,0.009
OG_819,0.599,0.016
OG_820,0.646,0.012
OG_821,0.608,0.025
OG_822,0.634,0.006
OG_823,0.634,0.01
OG_824,0.625,0.009
OG_825,0.692,0.015
OG_826,0.609,0.009
OG_827,0.669,0.023
OG_828,0.661,0.045
OG_829,0.64,0.01
OG_830,0.664,0.02
OG_831,0.635,0.018
OG_832,0.653,0.022
OG_833,0.696,0.018
OG_834,0.66,0.017
OG_835,0.611,0.012
OG_836,0.648,0.012
OG_837,0.634,0.01
OG_838,0.613,0.02
OG_839,0.619,0.011
OG_840,0.65,0.012
OG_841,0.686,0.019
OG_842,0.694,0.027
OG_843,0.637,0.015
OG_844,0.693,0.034
OG_845,0.617,0.025
OG_846,0.627,0.014
OG_847,0.613,0.018
OG_848,0.636,0.018
OG_849,0.67,0.017
OG_850,0.641,0.029
OG_851,0.639,0.026
OG_852,0.63,0.024
OG_853,0.653,0.012
OG_854,0.608,0.018
OG_855,0.629,0.022
OG_856,0.648,0.012
OG_857,0.636,0.016
OG_858,0.612,0.014
OG_859,0.651,0.007
OG_860,0.628,0.013
OG_861,0.654,0.017
OG_862,0.632,0.024
OG_863,0.66,0.029
OG_864,0.628,0.029
OG_865,0.66,0.007
OG_866,0.655,0.017
OG_867,0.636,0.016
OG_868,0.617,0.015
OG_869,0.627,0.017
OG_870,0.601,0.012
OG_871,0.626,0.01
OG_872,0.666,0.024
OG_873,0.643,0.018
OG_874,0.664,0.023
OG_875,0.645,0.019
OG_876,0.645,0.014
OG_877,0.471,0.012
OG_878,0.629,0.022
OG_879,0.628,0.036
OG_880,0.611,0.022
OG_881,0.605,0.02
OG_882,0.608,0.023
OG_883,0.615,0.01
OG_884,0.621,0.01
OG_885,0.601,0.025
OG_886,0.631,0.02
OG_887,0.659,0.018
OG_888,0.653,0.014
OG_889,0.621,0.021
OG_890,0.61,0.014
OG_891,0.612,0.026
OG_892,0.618,0.021
OG_893,0.634,0.014
OG_894,0.62,0.018
OG_895,0.633,0.026
OG_896,0.579,0.012
OG_897,0.64,0.025
OG_898,0.615,0.008
OG_899,0.579,0.018
OG_900,0.603,0.012
OG_901,0.652,0.02
OG_902,0.621,0.02
OG_903,0.6,0.019
OG_904,0.595,0.014
OG_905,0.644,0.025
OG_906,0.643,0.01
OG_907,0.656,0.011
OG_908,0.641,0.034
OG_909,0.648,0.017
OG_910,0.67,0.021
OG_911,0.627,0.021
OG_912,0.642,0.012
OG_913,0.604,0.013
OG_914,0.627,0.012
OG_915,0.602,0.0
OG_916,0.655,0.013
OG_917,0.639,0.012
OG_918,0.634,0.019
OG_919,0.619,0.025
OG_920,0.607,0.03
OG_921,0.605,0.013
OG_922,0.633,0.011
OG_923,0.624,0.035
OG_924,0.624,0.021
OG_925,0.622,0.014
OG_926,0.638,0.018
OG_927,0.62,0.017
OG_928,0.666,0.048
OG_929,0.602,0.019
OG_930,0.619,0.039
OG_931,0.591,0.015
OG_932,0.612,0.015
OG_933,0.592,0.018
OG_934,0.559,0.009
OG_935,0.597,0.013
OG_936,0.656,0.021
OG_937,0.569,0.014
OG_938,0.611,0.019
OG_939,0.629,0.011
OG_940,0.608,0.021
OG_941,0.627,0.014
OG_942,0.603,0.018
OG_943,0.617,0.026
OG_944,0.667,0.029
OG_945,0.614,0.018
OG_946,0.607,0.027
OG_947,0.609,0.014
OG_948,0.622,0.011
OG_949,0.611,0.022
OG_950,0.65,0.017
OG_951,0.671,0.02
OG_952,0.618,0.009
OG_953,0.629,0.015
OG_954,0.645,0.011
OG_955,0.611,0.013
OG_956,0.596,0.021
OG_957,0.631,0.022
OG_958,0.619,0.019
OG_959,0.658,0.031
OG_960,0.654,0.013
OG_961,0.638,0.019
OG_962,0.673,0.016
OG_963,0.624,0.013
OG_964,0.59,0.016
OG_965,0.627,0.023
OG_966,0.615,0.015
OG_967,0.619,0.015
OG_968,0.667,0.035
OG_969,0.654,0.023
OG_970,0.608,0.033
OG_971,0.692,0.02
OG_972,0.637,0.009
OG_973,0.645,0.016
OG_974,0.653,0.017
OG_975,0.623,0.039
OG_976,0.632,0.026
OG_977,0.638,0.015
OG_978,0.617,0.019
OG_979,0.645,0.023
OG_980,0.653,0.011
OG_981,0.612,0.019
OG_982,0.66,0.034
OG_983,0.575,0.012
OG_984,0.575,0.013
OG_985,0.651,0.014
OG_986,0.597,0.016
OG_987,0.637,0.021
OG_988,0.722,0.017
OG_989,0.654,0.026
OG_990,0.626,0.02
OG_991,0.643,0.015
OG_992,0.674,0.0
OG_993,0.659,0.01
OG_994,0.641,0.022
OG_995,0.645,0.028
OG_996,0.623,0.014
OG_997,0.641,0.012
OG_998,0.645,0.009
OG_999,0.666,0.019
OG_1000,0.691,0.016
OG_1001,0.68,0.025
OG_1002,0.686,0.035
OG_1003,0.663,0.011
OG_1004,0.639,0.003
OG_1005,0.629,0.0
OG_1006,0.724,0.022
OG_1007,0.647,0.0
OG_1008,0.586,0.0
OG_1009,0.579,0.0
OG_1010,0.603,0.0
OG_1011,0.595,0.0
OG_1012,0.603,0.0
OG_1013,0.612,0.0
OG_1014,0.566,0.0
OG_1015,0.602,0.0
OG_1016,0.602,0.0
OG_1017,0.672,0.0
OG_1018,0.641,0.0
OG_1019,0.669,0.0
OG_1020,0.662,0.013
OG_1021,0.641,0.007
OG_1022,0.638,0.0
OG_1023,0.679,0.0
OG_1024,0.552,0.0
OG_1025,0.614,0.027
OG_1026,0.61,0.019
OG_1027,0.612,0.0
OG_1028,0.554,0.02
OG_1029,0.588,0.027
OG_1030,0.622,0.01
OG_1031,0.607,0.01
OG_1032,0.615,0.017
OG_1033,0.763,0.0
OG_1034,0.587,0.003
OG_1035,0.618,0.018
OG_1036,0.602,0.01
OG_1037,0.598,0.01
OG_1038,0.638,0.019
OG_1039,0.668,0.015
OG_1040,0.655,0.021
OG_1041,0.597,0.0
OG_1042,0.651,0.013
OG_1043,0.703,0.041
OG_1044,0.606,0.0
OG_1045,0.62,0.01
OG_1046,0.611,0.005
OG_1047,0.6,0.0
OG_1048,0.611,0.0
OG_1049,0.625,0.015
OG_1050,0.595,0.01
OG_1051,0.662,0.025
OG_1052,0.642,0.013
OG_1053,0.639,0.014
OG_1054,0.6,0.013
OG_1055,0.634,0.006
OG_1056,0.637,0.014
OG_1057,0.634,0.019
OG_1058,0.624,0.019
OG_1059,0.639,0.032
OG_1060,0.651,0.013
OG_1061,0.685,0.035
OG_1062,0.588,0.019
OG_1063,0.612,0.003
OG_1064,0.635,0.013
OG_1065,0.619,0.0
OG_1066,0.581,0.016
OG_1067,0.61,0.012
