OG_name,CAI_mean,CAI_std
OG_107,0.248,0.001
OG_108,0.285,0.005
OG_109,0.361,0.014
OG_110,0.702,0.01
OG_111,0.658,0.01
OG_112,0.683,0.008
OG_113,0.337,0.017
OG_114,0.606,0.012
OG_115,0.463,0.016
OG_116,0.47,0.02
OG_117,0.385,0.008
OG_118,0.399,0.014
OG_119,0.461,0.012
OG_120,0.534,0.021
OG_121,0.433,0.013
OG_122,0.372,0.017
OG_123,0.375,0.014
OG_124,0.307,0.013
OG_125,0.291,0.02
OG_126,0.447,0.014
OG_127,0.303,0.017
OG_128,0.447,0.018
OG_129,0.454,0.032
OG_130,0.284,0.002
OG_131,0.26,0.013
OG_132,0.324,0.019
OG_133,0.245,0.03
OG_134,0.334,0.031
OG_135,0.347,0.024
OG_136,0.563,0.049
OG_137,0.319,0.012
OG_138,0.504,0.015
OG_139,0.352,0.013
OG_140,0.513,0.019
OG_141,0.303,0.025
OG_142,0.299,0.023
OG_143,0.312,0.016
OG_144,0.447,0.025
OG_145,0.498,0.039
OG_146,0.392,0.017
OG_147,0.344,0.007
OG_148,0.313,0.014
OG_149,0.493,0.018
OG_150,0.321,0.022
OG_151,0.659,0.016
OG_152,0.334,0.015
OG_153,0.315,0.014
OG_154,0.528,0.01
OG_155,0.318,0.016
OG_156,0.566,0.024
OG_157,0.303,0.032
OG_158,0.458,0.015
OG_159,0.575,0.007
OG_160,0.337,0.017
OG_161,0.521,0.02
OG_162,0.793,0.007
OG_163,0.78,0.007
OG_164,0.545,0.012
OG_165,0.607,0.014
OG_166,0.363,0.016
OG_167,0.279,0.021
OG_168,0.373,0.001
OG_169,0.29,0.018
OG_170,0.309,0.016
OG_171,0.521,0.015
OG_172,0.657,0.008
OG_173,0.432,0.015
OG_174,0.486,0.009
OG_175,0.464,0.015
OG_176,0.375,0.018
OG_177,0.417,0.014
OG_178,0.431,0.018
OG_179,0.596,0.009
OG_180,0.356,0.016
OG_181,0.409,0.02
OG_182,0.314,0.008
OG_183,0.349,0.009
OG_184,0.318,0.018
OG_185,0.359,0.02
OG_186,0.296,0.017
OG_187,0.388,0.016
OG_188,0.324,0.024
OG_189,0.612,0.009
OG_190,0.393,0.015
OG_191,0.368,0.025
OG_192,0.589,0.01
OG_193,0.438,0.022
OG_194,0.435,0.011
OG_195,0.423,0.022
OG_196,0.242,0.009
OG_197,0.216,0.006
OG_198,0.501,0.014
OG_199,0.261,0.012
OG_200,0.29,0.021
OG_201,0.332,0.013
OG_202,0.383,0.014
OG_203,0.239,0.016
OG_204,0.27,0.013
OG_205,0.424,0.019
OG_206,0.348,0.015
OG_207,0.322,0.021
OG_208,0.286,0.075
OG_209,0.368,0.023
OG_210,0.412,0.019
OG_211,0.423,0.028
OG_212,0.336,0.005
OG_213,0.433,0.017
OG_214,0.376,0.029
OG_215,0.391,0.026
OG_216,0.478,0.025
OG_217,0.397,0.02
OG_218,0.356,0.023
OG_219,0.386,0.005
OG_220,0.306,0.019
OG_221,0.388,0.003
OG_222,0.369,0.032
OG_223,0.563,0.002
OG_224,0.294,0.044
OG_225,0.254,0.019
OG_226,0.201,0.02
OG_227,0.334,0.015
OG_228,0.332,0.023
OG_229,0.455,0.017
OG_230,0.532,0.014
OG_231,0.357,0.018
OG_232,0.422,0.013
OG_233,0.282,0.034
OG_234,0.265,0.017
OG_235,0.381,0.019
OG_236,0.367,0.014
OG_237,0.35,0.025
OG_238,0.274,0.017
OG_239,0.289,0.0
OG_240,0.333,0.032
OG_241,0.323,0.017
OG_242,0.327,0.009
OG_243,0.59,0.011
OG_244,0.563,0.008
OG_245,0.394,0.019
OG_246,0.439,0.029
OG_247,0.436,0.02
OG_248,0.423,0.013
OG_249,0.45,0.015
OG_250,0.284,0.032
OG_251,0.268,0.023
OG_252,0.31,0.025
OG_253,0.361,0.019
OG_254,0.338,0.024
OG_255,0.308,0.021
OG_256,0.492,0.016
OG_257,0.272,0.02
OG_258,0.363,0.01
OG_259,0.346,0.015
OG_260,0.393,0.033
OG_261,0.272,0.019
OG_262,0.307,0.018
OG_263,0.259,0.024
OG_264,0.26,0.026
OG_265,0.427,0.017
OG_266,0.402,0.023
OG_267,0.362,0.012
OG_268,0.269,0.026
OG_269,0.304,0.022
OG_270,0.297,0.009
OG_271,0.286,0.018
OG_272,0.244,0.018
OG_273,0.332,0.018
OG_274,0.339,0.016
OG_275,0.337,0.017
OG_276,0.28,0.018
OG_277,0.42,0.003
OG_278,0.208,0.001
OG_279,0.229,0.009
OG_280,0.228,0.003
OG_281,0.235,0.018
OG_282,0.224,0.013
OG_283,0.429,0.018
OG_284,0.47,0.018
OG_285,0.323,0.019
OG_286,0.365,0.02
OG_287,0.36,0.011
OG_288,0.366,0.017
OG_289,0.234,0.015
OG_290,0.311,0.024
OG_291,0.297,0.019
OG_292,0.424,0.017
OG_293,0.438,0.025
OG_294,0.411,0.018
OG_295,0.435,0.027
OG_296,0.364,0.019
OG_297,0.4,0.018
OG_298,0.34,0.022
OG_299,0.301,0.012
OG_300,0.273,0.018
OG_301,0.383,0.023
OG_302,0.24,0.029
OG_303,0.361,0.013
OG_304,0.344,0.029
OG_305,0.455,0.013
OG_306,0.455,0.017
OG_307,0.465,0.016
OG_308,0.372,0.014
OG_309,0.346,0.014
OG_310,0.373,0.011
OG_311,0.292,0.023
OG_312,0.385,0.023
OG_313,0.416,0.018
OG_314,0.336,0.026
OG_315,0.356,0.021
OG_316,0.331,0.019
OG_317,0.526,0.021
OG_318,0.303,0.025
OG_319,0.346,0.028
OG_320,0.294,0.01
OG_321,0.337,0.023
OG_322,0.285,0.057
OG_323,0.441,0.006
OG_324,0.375,0.018
OG_325,0.314,0.016
OG_326,0.346,0.02
OG_327,0.466,0.008
OG_328,0.599,0.003
OG_329,0.286,0.014
OG_330,0.362,0.013
OG_331,0.394,0.013
OG_332,0.338,0.016
OG_333,0.285,0.023
OG_334,0.36,0.022
OG_335,0.433,0.013
OG_336,0.308,0.021
OG_337,0.385,0.023
OG_338,0.347,0.013
OG_339,0.29,0.017
OG_340,0.418,0.012
OG_341,0.351,0.012
OG_342,0.304,0.016
OG_343,0.31,0.016
OG_344,0.321,0.015
OG_345,0.415,0.011
OG_346,0.304,0.026
OG_347,0.473,0.017
OG_348,0.331,0.02
OG_349,0.269,0.019
OG_350,0.375,0.019
OG_351,0.364,0.017
OG_352,0.333,0.017
OG_353,0.335,0.02
OG_354,0.482,0.016
OG_355,0.435,0.017
OG_356,0.344,0.022
OG_357,0.337,0.035
OG_358,0.43,0.016
OG_359,0.478,0.015
OG_360,0.614,0.009
OG_361,0.53,0.014
OG_362,0.478,0.018
OG_363,0.466,0.017
OG_364,0.648,0.012
OG_365,0.288,0.014
OG_366,0.453,0.019
OG_367,0.32,0.02
OG_368,0.615,0.007
OG_369,0.55,0.011
OG_370,0.376,0.014
OG_371,0.33,0.028
OG_372,0.359,0.017
OG_373,0.446,0.012
OG_374,0.369,0.015
OG_375,0.463,0.012
OG_376,0.504,0.011
OG_377,0.441,0.008
OG_378,0.344,0.009
OG_379,0.534,0.009
OG_380,0.376,0.015
OG_381,0.385,0.02
OG_382,0.443,0.038
OG_383,0.535,0.02
OG_384,0.528,0.02
OG_385,0.466,0.028
OG_386,0.321,0.019
OG_387,0.575,0.015
OG_388,0.317,0.019
OG_389,0.754,0.011
OG_390,0.426,0.019
OG_391,0.562,0.015
OG_392,0.518,0.012
OG_393,0.607,0.008
OG_394,0.559,0.012
OG_395,0.383,0.016
OG_396,0.353,0.014
OG_397,0.408,0.011
OG_398,0.302,0.015
OG_399,0.313,0.019
OG_400,0.421,0.024
OG_401,0.365,0.015
OG_402,0.35,0.016
OG_403,0.451,0.008
OG_404,0.382,0.017
OG_405,0.41,0.011
OG_406,0.42,0.009
OG_407,0.281,0.014
OG_408,0.36,0.026
OG_409,0.306,0.022
OG_410,0.434,0.024
OG_411,0.339,0.012
OG_412,0.389,0.013
OG_413,0.318,0.016
OG_414,0.495,0.013
OG_415,0.476,0.016
OG_416,0.298,0.016
OG_417,0.42,0.018
OG_418,0.385,0.031
OG_419,0.343,0.027
OG_420,0.309,0.021
OG_421,0.597,0.01
OG_422,0.396,0.017
OG_423,0.66,0.015
OG_424,0.432,0.015
OG_425,0.65,0.009
OG_426,0.704,0.006
OG_427,0.389,0.012
OG_428,0.33,0.016
OG_429,0.437,0.016
OG_430,0.359,0.016
OG_431,0.314,0.021
OG_432,0.44,0.01
OG_433,0.304,0.001
OG_434,0.26,0.0
OG_435,0.391,0.017
OG_436,0.311,0.018
OG_437,0.226,0.005
OG_438,0.315,0.008
OG_439,0.416,0.017
OG_440,0.377,0.02
OG_441,0.306,0.02
OG_442,0.449,0.021
OG_443,0.269,0.015
OG_444,0.342,0.022
OG_445,0.298,0.028
OG_446,0.266,0.012
OG_447,0.439,0.016
OG_448,0.341,0.018
OG_449,0.271,0.014
OG_450,0.464,0.01
OG_451,0.334,0.017
OG_452,0.331,0.017
OG_453,0.325,0.026
OG_454,0.322,0.017
OG_455,0.403,0.02
OG_456,0.282,0.022
OG_457,0.397,0.014
OG_458,0.293,0.018
OG_459,0.498,0.011
OG_460,0.402,0.012
OG_461,0.462,0.008
OG_462,0.351,0.019
OG_463,0.59,0.017
OG_464,0.297,0.025
OG_465,0.355,0.012
OG_466,0.425,0.015
OG_467,0.381,0.017
OG_468,0.328,0.019
OG_469,0.33,0.022
OG_470,0.406,0.011
OG_471,0.279,0.016
OG_472,0.32,0.024
OG_473,0.438,0.026
OG_474,0.485,0.014
OG_475,0.238,0.003
OG_476,0.365,0.022
OG_477,0.701,0.008
OG_478,0.53,0.011
OG_479,0.255,0.018
OG_480,0.482,0.024
OG_481,0.461,0.009
OG_482,0.282,0.004
OG_483,0.278,0.014
OG_484,0.298,0.02
OG_485,0.384,0.019
OG_486,0.36,0.022
OG_487,0.38,0.017
OG_488,0.32,0.012
OG_489,0.357,0.016
OG_490,0.34,0.021
OG_491,0.505,0.008
OG_492,0.382,0.018
OG_493,0.375,0.015
OG_494,0.417,0.019
OG_495,0.356,0.019
OG_496,0.513,0.019
OG_497,0.307,0.018
OG_498,0.327,0.035
OG_499,0.364,0.019
OG_500,0.261,0.012
OG_501,0.308,0.022
OG_502,0.461,0.009
OG_503,0.3,0.017
OG_504,0.368,0.015
OG_505,0.369,0.021
OG_506,0.356,0.027
OG_507,0.35,0.017
OG_508,0.305,0.022
OG_509,0.293,0.018
OG_510,0.304,0.016
OG_511,0.338,0.012
OG_512,0.377,0.012
OG_513,0.424,0.012
OG_514,0.432,0.019
OG_515,0.38,0.02
OG_516,0.34,0.025
OG_517,0.435,0.014
OG_518,0.383,0.021
OG_519,0.366,0.015
OG_520,0.339,0.025
OG_521,0.338,0.018
OG_522,0.327,0.024
OG_523,0.264,0.013
OG_524,0.341,0.022
OG_525,0.817,0.01
OG_526,0.561,0.029
OG_527,0.385,0.02
OG_528,0.281,0.031
OG_529,0.421,0.011
OG_530,0.378,0.016
OG_531,0.418,0.011
OG_532,0.322,0.026
OG_533,0.285,0.019
OG_534,0.548,0.014
OG_535,0.537,0.01
OG_536,0.398,0.017
OG_537,0.412,0.018
OG_538,0.314,0.017
OG_539,0.3,0.023
OG_540,0.398,0.016
OG_541,0.356,0.034
OG_542,0.629,0.002
OG_543,0.243,0.02
OG_544,0.306,0.02
OG_545,0.381,0.01
OG_546,0.502,0.018
OG_547,0.313,0.017
OG_548,0.53,0.011
OG_549,0.521,0.021
OG_550,0.339,0.023
OG_551,0.351,0.015
OG_552,0.462,0.014
OG_553,0.325,0.013
OG_554,0.492,0.013
OG_555,0.298,0.018
OG_556,0.351,0.019
OG_557,0.309,0.017
OG_558,0.413,0.013
OG_559,0.621,0.014
OG_560,0.377,0.02
OG_561,0.434,0.007
OG_562,0.465,0.006
OG_563,0.339,0.024
OG_564,0.384,0.013
OG_565,0.542,0.006
OG_566,0.262,0.016
OG_567,0.405,0.017
OG_568,0.496,0.01
OG_569,0.43,0.013
OG_570,0.524,0.011
OG_571,0.509,0.018
OG_572,0.334,0.02
OG_573,0.515,0.017
OG_574,0.451,0.026
OG_575,0.434,0.023
OG_576,0.48,0.008
OG_577,0.546,0.011
OG_578,0.54,0.017
OG_579,0.283,0.002
OG_580,0.256,0.004
OG_581,0.326,0.001
OG_582,0.4,0.003
OG_583,0.314,0.002
OG_584,0.305,0.003
OG_585,0.335,0.002
OG_586,0.306,0.003
OG_587,0.613,0.014
OG_588,0.509,0.024
OG_589,0.428,0.025
OG_590,0.526,0.016
OG_591,0.608,0.007
OG_592,0.381,0.027
OG_593,0.43,0.015
OG_594,0.403,0.018
OG_595,0.577,0.015
OG_596,0.391,0.007
OG_597,0.448,0.014
OG_598,0.336,0.012
OG_599,0.324,0.017
OG_600,0.341,0.013
OG_601,0.424,0.015
OG_602,0.35,0.022
OG_603,0.44,0.018
OG_604,0.322,0.03
OG_605,0.32,0.016
OG_606,0.406,0.017
OG_607,0.392,0.017
OG_608,0.328,0.019
OG_609,0.373,0.024
OG_610,0.361,0.022
OG_611,0.316,0.014
OG_612,0.286,0.011
OG_613,0.598,0.008
OG_614,0.285,0.025
OG_615,0.348,0.016
OG_616,0.434,0.01
OG_617,0.563,0.015
OG_618,0.41,0.012
OG_619,0.552,0.015
OG_620,0.597,0.015
OG_621,0.621,0.009
OG_622,0.671,0.017
OG_623,0.312,0.002
OG_624,0.54,0.012
OG_625,0.578,0.01
OG_626,0.293,0.014
OG_627,0.311,0.012
OG_628,0.336,0.02
OG_629,0.399,0.017
OG_630,0.391,0.013
OG_631,0.447,0.014
OG_632,0.498,0.006
OG_633,0.723,0.007
OG_634,0.411,0.011
OG_635,0.352,0.016
OG_636,0.33,0.019
OG_637,0.318,0.021
OG_638,0.415,0.021
OG_639,0.45,0.007
OG_640,0.622,0.007
OG_641,0.433,0.013
OG_642,0.481,0.01
OG_643,0.411,0.018
OG_644,0.484,0.016
OG_645,0.317,0.018
OG_646,0.35,0.018
OG_647,0.363,0.012
OG_648,0.475,0.014
OG_649,0.323,0.019
OG_650,0.366,0.017
OG_651,0.415,0.012
OG_652,0.443,0.012
OG_653,0.242,0.026
OG_654,0.322,0.017
OG_655,0.424,0.017
OG_656,0.452,0.008
OG_657,0.479,0.008
OG_658,0.424,0.017
OG_659,0.414,0.018
OG_660,0.401,0.011
OG_661,0.36,0.017
OG_662,0.275,0.021
OG_663,0.311,0.013
OG_664,0.411,0.017
OG_665,0.314,0.013
OG_666,0.45,0.019
OG_667,0.469,0.012
OG_668,0.44,0.01
OG_669,0.466,0.013
OG_670,0.452,0.012
OG_671,0.34,0.011
OG_672,0.183,0.006
OG_673,0.346,0.021
OG_674,0.364,0.018
OG_675,0.312,0.025
OG_676,0.367,0.008
OG_677,0.353,0.023
OG_678,0.364,0.023
OG_679,0.368,0.013
OG_680,0.395,0.017
OG_681,0.372,0.012
OG_682,0.507,0.014
OG_683,0.355,0.01
OG_684,0.397,0.015
OG_685,0.384,0.014
OG_686,0.477,0.009
OG_687,0.364,0.008
OG_688,0.349,0.012
OG_689,0.405,0.016
OG_690,0.346,0.029
OG_691,0.378,0.009
OG_692,0.375,0.018
OG_693,0.515,0.018
OG_694,0.434,0.019
OG_695,0.6,0.009
OG_696,0.587,0.009
OG_697,0.28,0.018
OG_698,0.771,0.005
OG_699,0.346,0.022
OG_700,0.265,0.016
OG_701,0.311,0.012
OG_702,0.285,0.017
OG_703,0.554,0.01
OG_704,0.52,0.013
OG_705,0.389,0.024
OG_706,0.514,0.019
OG_707,0.385,0.02
OG_708,0.425,0.016
OG_709,0.397,0.016
OG_710,0.42,0.019
OG_711,0.339,0.019
OG_712,0.337,0.015
OG_713,0.29,0.02
OG_714,0.303,0.03
OG_715,0.332,0.019
OG_716,0.354,0.012
OG_717,0.518,0.013
OG_718,0.306,0.022
OG_719,0.338,0.023
OG_720,0.353,0.016
OG_721,0.416,0.016
OG_722,0.389,0.013
OG_723,0.295,0.013
OG_724,0.322,0.021
OG_725,0.364,0.01
OG_726,0.394,0.01
OG_727,0.318,0.018
OG_728,0.273,0.023
OG_729,0.326,0.019
OG_730,0.277,0.016
OG_731,0.454,0.014
OG_732,0.287,0.02
OG_733,0.386,0.009
OG_734,0.355,0.014
OG_735,0.376,0.018
OG_736,0.431,0.012
OG_737,0.398,0.012
OG_738,0.336,0.019
OG_739,0.268,0.017
OG_740,0.347,0.013
OG_741,0.433,0.017
OG_742,0.48,0.008
OG_743,0.396,0.017
OG_744,0.378,0.015
OG_745,0.589,0.017
OG_746,0.477,0.016
OG_747,0.343,0.019
OG_748,0.377,0.014
OG_749,0.372,0.016
OG_750,0.413,0.012
OG_751,0.341,0.024
OG_752,0.401,0.012
OG_753,0.396,0.013
OG_754,0.433,0.023
OG_755,0.532,0.012
OG_756,0.3,0.013
OG_757,0.468,0.024
OG_758,0.298,0.021
OG_759,0.314,0.022
OG_760,0.365,0.016
OG_761,0.328,0.013
OG_762,0.368,0.014
OG_763,0.345,0.019
OG_764,0.465,0.012
OG_765,0.523,0.007
OG_766,0.28,0.02
OG_767,0.302,0.017
OG_768,0.306,0.02
OG_769,0.505,0.014
OG_770,0.368,0.01
OG_771,0.429,0.013
OG_772,0.471,0.012
OG_773,0.396,0.017
OG_774,0.571,0.017
OG_775,0.485,0.018
OG_776,0.501,0.022
OG_777,0.353,0.022
OG_778,0.36,0.016
OG_779,0.284,0.022
OG_780,0.534,0.025
OG_781,0.285,0.054
OG_782,0.255,0.024
OG_783,0.296,0.018
OG_784,0.302,0.009
OG_785,0.292,0.002
OG_786,0.288,0.014
OG_787,0.385,0.0
OG_788,0.402,0.021
OG_789,0.332,0.005
OG_790,0.373,0.024
OG_791,0.415,0.042
OG_792,0.492,0.001
OG_793,0.491,0.048
OG_794,0.414,0.017
OG_795,0.399,0.015
OG_796,0.317,0.029
OG_797,0.37,0.025
OG_798,0.368,0.024
OG_799,0.372,0.037
OG_800,0.368,0.007
OG_801,0.28,0.013
OG_802,0.356,0.012
OG_803,0.34,0.018
OG_804,0.31,0.019
OG_805,0.318,0.019
OG_806,0.273,0.001
OG_807,0.478,0.0
OG_808,0.416,0.017
OG_809,0.382,0.012
OG_810,0.366,0.006
OG_811,0.295,0.013
OG_812,0.377,0.011
OG_813,0.332,0.037
OG_814,0.799,0.012
OG_815,0.375,0.063
OG_816,0.481,0.015
OG_817,0.305,0.014
OG_818,0.459,0.016
OG_819,0.399,0.025
OG_820,0.47,0.013
OG_821,0.367,0.016
OG_822,0.792,0.007
OG_823,0.382,0.012
OG_824,0.243,0.017
OG_825,0.439,0.02
OG_826,0.348,0.02
OG_827,0.339,0.019
OG_828,0.43,0.028
OG_829,0.461,0.014
OG_830,0.268,0.024
OG_831,0.323,0.018
OG_832,0.364,0.02
OG_833,0.429,0.016
OG_834,0.422,0.016
OG_835,0.491,0.019
OG_836,0.333,0.018
OG_837,0.336,0.009
OG_838,0.411,0.013
OG_839,0.541,0.012
OG_840,0.693,0.01
OG_841,0.554,0.014
OG_842,0.411,0.015
OG_843,0.508,0.017
OG_844,0.295,0.018
OG_845,0.3,0.017
OG_846,0.327,0.024
OG_847,0.363,0.014
OG_848,0.379,0.024
OG_849,0.382,0.015
OG_850,0.372,0.027
OG_851,0.34,0.018
OG_852,0.462,0.016
OG_853,0.443,0.016
OG_854,0.286,0.012
OG_855,0.368,0.014
OG_856,0.353,0.013
OG_857,0.195,0.027
OG_858,0.484,0.024
OG_859,0.37,0.014
OG_860,0.362,0.012
OG_861,0.786,0.01
OG_862,0.284,0.016
OG_863,0.283,0.024
OG_864,0.333,0.015
OG_865,0.4,0.023
OG_866,0.36,0.02
OG_867,0.386,0.02
OG_868,0.341,0.014
OG_869,0.366,0.012
OG_870,0.407,0.017
OG_871,0.441,0.012
OG_872,0.293,0.021
OG_873,0.475,0.015
OG_874,0.451,0.011
OG_875,0.418,0.016
OG_876,0.445,0.014
OG_877,0.394,0.018
OG_878,0.302,0.016
OG_879,0.307,0.017
OG_880,0.316,0.017
OG_881,0.363,0.015
OG_882,0.322,0.016
OG_883,0.257,0.01
OG_884,0.295,0.017
OG_885,0.489,0.013
OG_886,0.33,0.02
OG_887,0.276,0.016
OG_888,0.349,0.018
OG_889,0.304,0.017
OG_890,0.34,0.018
OG_891,0.447,0.02
OG_892,0.435,0.013
OG_893,0.36,0.032
OG_894,0.4,0.014
OG_895,0.459,0.012
OG_896,0.4,0.016
OG_897,0.431,0.014
OG_898,0.473,0.018
OG_899,0.442,0.019
OG_900,0.34,0.018
OG_901,0.363,0.009
OG_902,0.317,0.017
OG_903,0.43,0.023
OG_904,0.382,0.02
OG_905,0.388,0.025
OG_906,0.373,0.023
OG_907,0.424,0.015
OG_908,0.378,0.018
OG_909,0.341,0.022
OG_910,0.477,0.019
OG_911,0.317,0.009
OG_912,0.331,0.0
OG_913,0.304,0.021
OG_914,0.225,0.012
OG_915,0.305,0.004
OG_916,0.274,0.002
OG_917,0.289,0.002
OG_918,0.243,0.001
OG_919,0.2,0.002
OG_920,0.329,0.018
OG_921,0.381,0.019
OG_922,0.378,0.018
OG_923,0.348,0.017
OG_924,0.342,0.015
OG_925,0.318,0.011
OG_926,0.257,0.024
OG_927,0.298,0.018
OG_928,0.289,0.013
OG_929,0.619,0.045
OG_930,0.218,0.015
OG_931,0.347,0.013
OG_932,0.326,0.023
OG_933,0.269,0.015
OG_934,0.287,0.018
OG_935,0.444,0.015
OG_936,0.4,0.009
OG_937,0.338,0.02
OG_938,0.382,0.018
OG_939,0.259,0.018
OG_940,0.383,0.018
OG_941,0.4,0.018
OG_942,0.46,0.024
OG_943,0.346,0.016
OG_944,0.2,0.013
OG_945,0.38,0.017
OG_946,0.354,0.024
OG_947,0.349,0.018
OG_948,0.429,0.016
OG_949,0.398,0.016
OG_950,0.379,0.019
OG_951,0.345,0.019
OG_952,0.346,0.02
OG_953,0.392,0.013
OG_954,0.329,0.016
OG_955,0.338,0.016
OG_956,0.323,0.018
OG_957,0.385,0.027
OG_958,0.256,0.016
OG_959,0.359,0.015
OG_960,0.378,0.019
OG_961,0.382,0.023
OG_962,0.425,0.018
OG_963,0.339,0.011
OG_964,0.401,0.017
OG_965,0.383,0.019
OG_966,0.327,0.015
OG_967,0.37,0.019
OG_968,0.396,0.011
OG_969,0.389,0.021
OG_970,0.543,0.013
OG_971,0.409,0.015
OG_972,0.316,0.028
OG_973,0.421,0.012
OG_974,0.668,0.005
OG_975,0.248,0.018
OG_976,0.44,0.013
OG_977,0.513,0.011
OG_978,0.496,0.013
OG_979,0.714,0.006
OG_980,0.508,0.013
OG_981,0.276,0.018
OG_982,0.383,0.015
OG_983,0.395,0.021
OG_984,0.321,0.023
OG_985,0.412,0.015
OG_986,0.592,0.01
OG_987,0.396,0.018
OG_988,0.431,0.017
OG_989,0.242,0.019
OG_990,0.353,0.028
OG_991,0.237,0.021
OG_992,0.384,0.018
OG_993,0.37,0.026
OG_994,0.46,0.016
OG_995,0.406,0.016
OG_996,0.367,0.022
OG_997,0.391,0.009
OG_998,0.399,0.014
OG_999,0.414,0.015
OG_1000,0.346,0.016
OG_1001,0.365,0.011
OG_1002,0.456,0.02
OG_1003,0.356,0.014
OG_1004,0.362,0.018
OG_1005,0.371,0.021
OG_1006,0.241,0.022
OG_1007,0.327,0.02
OG_1008,0.52,0.01
OG_1009,0.369,0.019
OG_1010,0.403,0.014
OG_1011,0.431,0.012
OG_1012,0.428,0.017
OG_1013,0.423,0.016
OG_1014,0.301,0.016
OG_1015,0.356,0.026
OG_1016,0.568,0.011
OG_1017,0.365,0.015
OG_1018,0.53,0.017
OG_1019,0.387,0.017
OG_1020,0.319,0.027
OG_1021,0.62,0.012
OG_1022,0.262,0.03
OG_1023,0.219,0.03
OG_1024,0.35,0.016
OG_1025,0.32,0.0
OG_1026,0.26,0.015
OG_1027,0.362,0.022
OG_1028,0.428,0.02
OG_1029,0.511,0.034
OG_1030,0.366,0.013
OG_1031,0.255,0.025
OG_1032,0.292,0.024
OG_1033,0.238,0.008
OG_1034,0.308,0.021
OG_1035,0.272,0.032
OG_1036,0.228,0.049
OG_1037,0.301,0.029
OG_1038,0.336,0.018
OG_1039,0.391,0.029
OG_1040,0.265,0.028
OG_1041,0.313,0.027
OG_1042,0.303,0.021
OG_1043,0.261,0.017
OG_1044,0.406,0.019
OG_1045,0.258,0.03
OG_1046,0.291,0.038
OG_1047,0.598,0.036
OG_1048,0.307,0.035
OG_1049,0.331,0.026
OG_1050,0.353,0.038
OG_1051,0.364,0.016
OG_1052,0.232,0.03
OG_1053,0.29,0.016
OG_1054,0.344,0.024
OG_1055,0.368,0.013
OG_1056,0.272,0.019
OG_1057,0.3,0.027
OG_1058,0.349,0.023
OG_1059,0.405,0.057
OG_1060,0.462,0.028
OG_1061,0.316,0.018
OG_1062,0.25,0.022
OG_1063,0.403,0.02
OG_1064,0.399,0.014
OG_1065,0.372,0.018
OG_1066,0.326,0.026
OG_1067,0.383,0.013
