OG_name,Ecoli_APEC_O1,Ecoli_JJ1886,Ecoli_UMN026,Sboydii_Sb227,Sflexneri_5_8401
OG_22,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_23,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_26,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_25,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_24,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_22
OG_23,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_24,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_27,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_26,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_25,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_23
OG_24,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_25,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_28,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_27,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_26,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_24
OG_25,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_26,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_29,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_28,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_27,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_25
OG_26,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_27,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_30,,,
OG_27,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_28,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_31,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_29,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_28,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_26
OG_28,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_29,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_32,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_30,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_29,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_27
OG_29,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_30,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_33,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_31,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_30,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_28
OG_30,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_31,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_2085;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_2214,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1227;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_1484;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_2731;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3357;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4037,,
OG_31,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_32,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_35,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_33,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_29
OG_32,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_33,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_36,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_34,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_30
OG_33,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_34,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_37,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_35,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_31
OG_34,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_35,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_38,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_36,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_32
OG_35,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_36,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_39,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_37,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_33
OG_36,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_37,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_40,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_38,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_34
OG_37,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_38,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_41,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_39,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_35
OG_38,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_39,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_42,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_40,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_36
OG_39,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_40,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_43,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_41,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_37
OG_40,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_41,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_44,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_42,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_38
OG_41,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_42,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_45,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_43,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_39
OG_42,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_43,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_46,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_44,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_32,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_40
OG_43,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_44,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_47,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_45,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_33,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_41
OG_44,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_45,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_48,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_46,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_34,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_42
OG_45,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_46,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_49,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_47,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_35,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_43
OG_46,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_47,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_50,,,
OG_47,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_49,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_52,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_48,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_36,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_44
OG_48,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_50,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_53,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_49,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_37,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_45
OG_49,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_51,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_54,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_50,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_38,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_46
OG_50,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_52,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_55,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_51,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_39,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_47
OG_51,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_53,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_56,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_52,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_40,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_48
OG_52,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_54,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_57,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_53,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_41,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_49
OG_53,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_55,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_58,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_54,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_42,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_50
OG_54,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_56,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_59,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_56,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_43,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_51
OG_55,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_57,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_60,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_57,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_44,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_52
OG_56,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_58,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_61,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_58,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_45,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_53
OG_57,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_59,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_62,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_59,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_46,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_54
OG_58,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_60,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_63,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_60,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_47,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_55
OG_59,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_61,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_64,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_61,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_48,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_56
OG_60,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_62,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_65,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_62,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_49,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_58
OG_61,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_66,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_71,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_63,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_50,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_59
OG_62,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_67,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_72,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_64,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_51,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_60
OG_63,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_68,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_73,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_65,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_52,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_61
OG_64,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_69,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_74,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_66,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_53,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_62
OG_65,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_70,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_75,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_68,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_54,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_63
OG_66,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_71,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_76,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_69,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_55,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_64
OG_67,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_72,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_77,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_70,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_57,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_67
OG_68,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_73,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_78,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_71,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_58,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_68
OG_69,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_74,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_79,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_72,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_59,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_69
OG_70,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_75,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_80,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_73,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_60,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_70
OG_71,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_76,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_81,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_74,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_62,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_71
OG_72,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_77,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_82,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_75,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_63,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_72
OG_73,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_78,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_83,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_76,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_64,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_73
OG_74,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_79,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_84,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_77,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_65,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_74
OG_75,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_80,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_85,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_78,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_66,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_76
OG_76,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_81,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_86,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_79,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_67,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_77
OG_77,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_82,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_87,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_80,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_68,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_78
OG_78,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_83,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_88,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_81,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_69,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_79
OG_79,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_84,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_89,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_82,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_70,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_80
OG_80,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_85,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_90,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_83,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_71,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_81
OG_81,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_86,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_91,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_84,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_72,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_82
OG_82,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_87,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_92,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_85,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_73,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_83
OG_83,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_88,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_93,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_86,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_74,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_84
OG_84,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_89,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_94,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_87,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_75,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_85
OG_85,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_90,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_95,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_88,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_76,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_86
