OG_name,CAI_mean,CAI_std
OG_90,0.606,0.02
OG_91,0.636,0.018
OG_92,0.649,0.018
OG_93,0.665,0.016
OG_94,0.605,0.013
OG_95,0.629,0.019
OG_96,0.638,0.037
OG_97,0.6,0.018
OG_98,0.667,0.004
OG_99,0.625,0.015
OG_100,0.64,0.021
OG_101,0.623,0.016
OG_102,0.598,0.015
OG_103,0.653,0.015
OG_104,0.624,0.042
OG_105,0.59,0.016
OG_106,0.727,0.044
OG_107,0.614,0.019
OG_108,0.691,0.014
OG_109,0.643,0.028
OG_110,0.657,0.012
OG_111,0.56,0.037
OG_112,0.585,0.014
OG_113,0.647,0.021
OG_114,0.685,0.019
OG_115,0.675,0.013
OG_116,0.718,0.038
OG_117,0.628,0.011
OG_118,0.629,0.018
OG_119,0.624,0.012
OG_120,0.627,0.012
OG_121,0.598,0.027
OG_122,0.69,0.015
OG_123,0.664,0.016
OG_124,0.635,0.029
OG_125,0.561,0.016
OG_126,0.606,0.017
OG_127,0.603,0.021
OG_128,0.607,0.018
OG_129,0.615,0.033
OG_130,0.612,0.019
OG_131,0.626,0.005
OG_132,0.611,0.014
OG_133,0.627,0.023
OG_134,0.581,0.014
OG_135,0.58,0.021
OG_136,0.607,0.03
OG_137,0.653,0.025
OG_138,0.639,0.021
OG_139,0.61,0.02
OG_140,0.62,0.043
OG_141,0.66,0.047
OG_142,0.638,0.022
OG_143,0.59,0.015
OG_144,0.619,0.013
OG_145,0.636,0.014
OG_146,0.657,0.015
OG_147,0.646,0.024
OG_148,0.547,0.02
OG_149,0.593,0.02
OG_150,0.552,0.02
OG_151,0.64,0.014
OG_152,0.612,0.021
OG_153,0.653,0.024
OG_154,0.646,0.028
OG_155,0.646,0.022
OG_156,0.595,0.016
OG_157,0.63,0.011
OG_158,0.628,0.013
OG_159,0.621,0.036
OG_160,0.64,0.022
OG_161,0.619,0.025
OG_162,0.578,0.021
OG_163,0.609,0.025
OG_164,0.665,0.022
OG_165,0.662,0.031
OG_166,0.664,0.033
OG_167,0.584,0.025
OG_168,0.573,0.024
OG_169,0.615,0.023
OG_170,0.667,0.025
OG_171,0.653,0.011
OG_172,0.599,0.019
OG_173,0.62,0.023
OG_174,0.617,0.035
OG_175,0.613,0.017
OG_176,0.664,0.014
OG_177,0.633,0.026
OG_178,0.635,0.024
OG_179,0.628,0.013
OG_180,0.589,0.024
OG_181,0.645,0.017
OG_182,0.603,0.018
OG_183,0.652,0.025
OG_184,0.687,0.036
OG_185,0.623,0.017
OG_186,0.591,0.023
OG_187,0.588,0.016
OG_188,0.627,0.037
OG_189,0.61,0.037
OG_190,0.58,0.015
OG_191,0.64,0.021
OG_192,0.602,0.025
OG_193,0.626,0.018
OG_194,0.648,0.021
OG_195,0.65,0.0
OG_196,0.638,0.012
OG_197,0.619,0.022
OG_198,0.624,0.016
OG_199,0.65,0.024
OG_200,0.621,0.013
OG_201,0.608,0.007
OG_202,0.602,0.007
OG_203,0.625,0.011
OG_204,0.637,0.01
OG_205,0.622,0.009
OG_206,0.613,0.004
OG_207,0.638,0.012
OG_208,0.591,0.0
OG_209,0.622,0.0
OG_210,0.591,0.0
OG_211,0.637,0.0
OG_212,0.614,0.0
OG_213,0.579,0.0
OG_214,0.588,0.007
OG_215,0.649,0.009
OG_216,0.605,0.007
OG_217,0.579,0.02
OG_218,0.608,0.023
OG_219,0.614,0.01
OG_220,0.604,0.012
OG_221,0.633,0.007
OG_222,0.637,0.007
OG_223,0.671,0.029
OG_224,0.595,0.018
OG_225,0.637,0.019
OG_226,0.643,0.014
OG_227,0.588,0.017
OG_228,0.666,0.021
OG_229,0.636,0.009
OG_230,0.591,0.005
OG_231,0.628,0.037
OG_232,0.613,0.0
OG_233,0.62,0.022
OG_234,0.651,0.04
OG_235,0.593,0.01
OG_236,0.685,0.02
OG_237,0.506,0.003
OG_238,0.629,0.012
OG_239,0.618,0.016
OG_240,0.669,0.03
OG_241,0.636,0.025
OG_242,0.628,0.026
OG_243,0.626,0.015
OG_244,0.606,0.015
OG_245,0.63,0.01
OG_246,0.66,0.017
OG_247,0.649,0.031
OG_248,0.638,0.027
OG_249,0.639,0.018
OG_250,0.684,0.036
OG_251,0.639,0.019
OG_252,0.586,0.017
OG_253,0.681,0.019
OG_254,0.621,0.023
OG_255,0.629,0.022
OG_256,0.621,0.018
OG_257,0.651,0.012
OG_258,0.637,0.022
OG_259,0.64,0.016
OG_260,0.592,0.004
OG_261,0.616,0.01
OG_262,0.702,0.021
OG_263,0.633,0.022
OG_264,0.657,0.038
OG_265,0.679,0.015
OG_266,0.645,0.017
OG_267,0.576,0.02
OG_268,0.585,0.012
OG_269,0.639,0.019
OG_270,0.614,0.028
OG_271,0.631,0.012
OG_272,0.69,0.033
OG_273,0.633,0.015
OG_274,0.62,0.015
OG_275,0.621,0.01
OG_276,0.619,0.021
OG_277,0.609,0.021
OG_278,0.593,0.004
OG_279,0.595,0.014
OG_280,0.637,0.016
OG_281,0.648,0.029
OG_282,0.616,0.014
OG_283,0.63,0.022
OG_284,0.62,0.022
OG_285,0.638,0.025
OG_286,0.652,0.017
OG_287,0.622,0.031
OG_288,0.631,0.022
OG_289,0.654,0.034
OG_290,0.674,0.016
OG_291,0.623,0.006
OG_292,0.59,0.004
OG_293,0.588,0.026
OG_294,0.644,0.018
OG_295,0.676,0.015
OG_296,0.668,0.017
OG_297,0.604,0.029
OG_298,0.637,0.012
OG_299,0.649,0.013
OG_300,0.636,0.037
OG_301,0.598,0.033
OG_302,0.585,0.01
OG_303,0.589,0.024
OG_304,0.625,0.023
OG_305,0.645,0.017
OG_306,0.705,0.016
OG_307,0.606,0.02
OG_308,0.579,0.0
OG_309,0.681,0.032
OG_310,0.682,0.01
OG_311,0.647,0.017
OG_312,0.641,0.021
OG_313,0.652,0.014
OG_314,0.64,0.031
OG_315,0.651,0.017
OG_316,0.597,0.011
OG_317,0.644,0.012
OG_318,0.651,0.014
OG_319,0.609,0.014
OG_320,0.677,0.033
OG_321,0.621,0.022
OG_322,0.635,0.03
OG_323,0.622,0.018
OG_324,0.618,0.023
OG_325,0.624,0.022
OG_326,0.647,0.023
OG_327,0.666,0.018
OG_328,0.632,0.008
OG_329,0.62,0.027
OG_330,0.613,0.032
OG_331,0.631,0.028
OG_332,0.659,0.005
OG_333,0.617,0.001
OG_334,0.635,0.0
OG_335,0.589,0.0
OG_336,0.616,0.015
OG_337,0.658,0.018
OG_338,0.659,0.018
OG_339,0.655,0.02
OG_340,0.635,0.012
OG_341,0.602,0.015
OG_342,0.645,0.014
OG_343,0.657,0.012
OG_344,0.518,0.005
OG_345,0.545,0.0
OG_346,0.588,0.01
OG_347,0.6,0.001
OG_348,0.634,0.014
OG_349,0.628,0.018
OG_350,0.625,0.018
OG_351,0.632,0.013
OG_352,0.626,0.017
OG_353,0.66,0.017
OG_354,0.667,0.029
OG_355,0.635,0.012
OG_356,0.666,0.021
OG_357,0.647,0.017
OG_358,0.685,0.028
OG_359,0.701,0.029
OG_360,0.659,0.016
OG_361,0.714,0.041
OG_362,0.616,0.024
OG_363,0.607,0.022
OG_364,0.626,0.023
OG_365,0.566,0.011
OG_366,0.632,0.023
OG_367,0.589,0.016
OG_368,0.61,0.017
OG_369,0.64,0.032
OG_370,0.659,0.012
OG_371,0.629,0.017
OG_372,0.618,0.016
OG_373,0.654,0.041
OG_374,0.641,0.015
OG_375,0.591,0.02
OG_376,0.584,0.022
OG_377,0.592,0.006
OG_378,0.589,0.008
OG_379,0.691,0.024
OG_380,0.616,0.015
OG_381,0.633,0.019
OG_382,0.639,0.006
OG_383,0.642,0.016
OG_384,0.644,0.045
OG_385,0.66,0.01
OG_386,0.66,0.013
OG_387,0.673,0.007
OG_388,0.642,0.018
OG_389,0.631,0.017
OG_390,0.663,0.015
OG_391,0.657,0.019
OG_392,0.644,0.017
OG_393,0.649,0.015
OG_394,0.66,0.016
OG_395,0.659,0.02
OG_396,0.633,0.014
OG_397,0.637,0.02
OG_398,0.635,0.024
OG_399,0.642,0.023
OG_400,0.662,0.025
OG_401,0.609,0.016
OG_402,0.618,0.016
OG_403,0.528,0.017
OG_404,0.66,0.022
OG_405,0.609,0.011
OG_406,0.674,0.018
OG_407,0.647,0.024
OG_408,0.642,0.013
OG_409,0.62,0.021
OG_410,0.651,0.043
OG_411,0.615,0.017
OG_412,0.671,0.025
OG_413,0.663,0.017
OG_414,0.631,0.01
OG_415,0.642,0.013
OG_416,0.654,0.012
OG_417,0.653,0.023
OG_418,0.641,0.01
OG_419,0.656,0.015
OG_420,0.641,0.02
OG_421,0.67,0.02
OG_422,0.666,0.01
OG_423,0.684,0.009
OG_424,0.67,0.022
OG_425,0.605,0.028
OG_426,0.601,0.029
OG_427,0.65,0.017
OG_428,0.642,0.025
OG_429,0.686,0.007
OG_430,0.646,0.011
OG_431,0.6,0.015
OG_432,0.656,0.01
OG_433,0.652,0.03
OG_434,0.664,0.012
OG_435,0.65,0.026
OG_436,0.648,0.006
OG_437,0.685,0.023
OG_438,0.672,0.02
OG_439,0.67,0.017
OG_440,0.664,0.01
OG_441,0.661,0.043
OG_442,0.66,0.015
OG_443,0.675,0.014
OG_444,0.67,0.017
OG_445,0.675,0.031
OG_446,0.589,0.02
OG_447,0.618,0.01
OG_448,0.61,0.012
OG_449,0.589,0.012
OG_450,0.666,0.017
OG_451,0.628,0.017
OG_452,0.612,0.014
OG_453,0.586,0.023
OG_454,0.67,0.014
OG_455,0.651,0.01
OG_456,0.64,0.02
OG_457,0.646,0.009
OG_458,0.624,0.014
OG_459,0.623,0.016
OG_460,0.624,0.012
OG_461,0.644,0.019
OG_462,0.639,0.022
OG_463,0.634,0.028
OG_464,0.633,0.025
OG_465,0.601,0.012
OG_466,0.666,0.012
OG_467,0.666,0.009
OG_468,0.662,0.011
OG_469,0.656,0.014
OG_470,0.627,0.009
OG_471,0.673,0.026
OG_472,0.631,0.024
OG_473,0.641,0.01
OG_474,0.663,0.014
OG_475,0.65,0.017
OG_476,0.613,0.013
OG_477,0.669,0.0
OG_478,0.603,0.012
OG_479,0.606,0.032
OG_480,0.649,0.011
OG_481,0.642,0.014
OG_482,0.658,0.022
OG_483,0.696,0.021
OG_484,0.633,0.013
OG_485,0.61,0.006
OG_486,0.641,0.005
OG_487,0.638,0.018
OG_488,0.67,0.011
OG_489,0.695,0.024
OG_490,0.646,0.02
OG_491,0.625,0.028
OG_492,0.661,0.02
OG_493,0.665,0.0
OG_494,0.674,0.019
OG_495,0.622,0.024
OG_496,0.705,0.022
OG_497,0.633,0.019
OG_498,0.662,0.011
OG_499,0.589,0.017
OG_500,0.639,0.017
OG_501,0.604,0.007
OG_502,0.618,0.017
OG_503,0.647,0.017
OG_504,0.624,0.013
OG_505,0.628,0.015
OG_506,0.602,0.014
OG_507,0.664,0.0
OG_508,0.608,0.027
OG_509,0.639,0.016
OG_510,0.64,0.014
OG_511,0.609,0.017
OG_512,0.594,0.018
OG_513,0.604,0.024
OG_514,0.611,0.006
OG_515,0.638,0.019
OG_516,0.668,0.025
OG_517,0.619,0.011
OG_518,0.679,0.026
OG_519,0.645,0.014
OG_520,0.572,0.0
OG_521,0.591,0.0
OG_522,0.599,0.001
OG_523,0.641,0.014
OG_524,0.659,0.009
OG_525,0.616,0.006
OG_526,0.611,0.006
OG_527,0.671,0.006
OG_528,0.637,0.016
OG_529,0.59,0.0
OG_530,0.589,0.006
OG_531,0.691,0.001
OG_532,0.666,0.012
OG_533,0.671,0.018
OG_534,0.563,0.027
OG_535,0.597,0.0
OG_536,0.651,0.001
OG_537,0.636,0.0
OG_538,0.646,0.0
OG_539,0.603,0.013
OG_540,0.579,0.016
OG_541,0.623,0.02
OG_542,0.588,0.016
OG_543,0.618,0.014
OG_544,0.586,0.0
OG_545,0.644,0.031
OG_546,0.647,0.018
OG_547,0.585,0.021
OG_548,0.618,0.012
OG_549,0.635,0.02
OG_550,0.63,0.03
OG_551,0.632,0.003
OG_552,0.623,0.021
OG_553,0.638,0.02
OG_554,0.644,0.02
OG_555,0.577,0.044
OG_556,0.618,0.019
OG_557,0.61,0.01
OG_558,0.594,0.019
OG_559,0.582,0.035
OG_560,0.599,0.031
OG_561,0.653,0.019
OG_562,0.61,0.022
OG_563,0.606,0.02
OG_564,0.619,0.034
OG_565,0.627,0.034
OG_566,0.575,0.033
OG_567,0.628,0.026
OG_568,0.62,0.021
OG_569,0.64,0.035
OG_570,0.654,0.018
OG_571,0.649,0.01
OG_572,0.639,0.016
OG_573,0.608,0.017
OG_574,0.63,0.017
OG_575,0.604,0.008
OG_576,0.624,0.015
OG_577,0.642,0.011
OG_578,0.662,0.02
OG_579,0.579,0.0
OG_580,0.608,0.0
OG_581,0.611,0.025
OG_582,0.551,0.008
OG_583,0.645,0.01
OG_584,0.636,0.017
OG_585,0.61,0.012
OG_586,0.65,0.017
OG_587,0.65,0.01
OG_588,0.632,0.024
OG_589,0.651,0.016
OG_590,0.628,0.018
OG_591,0.678,0.022
OG_592,0.637,0.026
OG_593,0.633,0.015
OG_594,0.605,0.018
OG_595,0.605,0.0
OG_596,0.569,0.0
OG_597,0.652,0.004
OG_598,0.657,0.015
OG_599,0.602,0.0
OG_600,0.62,0.036
OG_601,0.63,0.02
OG_602,0.663,0.051
OG_603,0.709,0.016
OG_604,0.572,0.022
OG_605,0.634,0.009
OG_606,0.614,0.001
OG_607,0.592,0.001
OG_608,0.621,0.036
OG_609,0.567,0.026
OG_610,0.622,0.012
OG_611,0.66,0.022
OG_612,0.676,0.027
OG_613,0.644,0.019
OG_614,0.631,0.019
OG_615,0.686,0.032
OG_616,0.606,0.007
OG_617,0.616,0.016
OG_618,0.726,0.027
OG_619,0.632,0.011
OG_620,0.656,0.015
OG_621,0.642,0.014
OG_622,0.669,0.016
OG_623,0.625,0.012
OG_624,0.651,0.015
OG_625,0.667,0.008
OG_626,0.642,0.012
OG_627,0.596,0.0
OG_628,0.645,0.026
OG_629,0.659,0.03
OG_630,0.642,0.011
OG_631,0.602,0.015
OG_632,0.551,0.0
OG_633,0.634,0.022
OG_634,0.649,0.015
OG_635,0.607,0.022
OG_636,0.654,0.017
OG_637,0.619,0.007
OG_638,0.637,0.001
OG_639,0.56,0.024
OG_640,0.627,0.021
OG_641,0.614,0.015
OG_642,0.646,0.007
OG_643,0.669,0.01
OG_644,0.612,0.033
OG_645,0.613,0.021
OG_646,0.645,0.011
OG_647,0.631,0.016
OG_648,0.672,0.014
OG_649,0.635,0.008
OG_650,0.67,0.011
OG_651,0.681,0.021
OG_652,0.65,0.028
OG_653,0.656,0.019
OG_654,0.651,0.042
OG_655,0.672,0.016
OG_656,0.684,0.006
OG_657,0.69,0.007
OG_658,0.762,0.016
OG_659,0.677,0.032
OG_660,0.599,0.02
OG_661,0.674,0.011
OG_662,0.668,0.025
OG_663,0.687,0.012
OG_664,0.661,0.026
OG_665,0.705,0.015
OG_666,0.602,0.019
OG_667,0.63,0.013
OG_668,0.629,0.017
OG_669,0.538,0.023
OG_670,0.581,0.007
OG_671,0.634,0.009
OG_672,0.587,0.0
OG_673,0.608,0.011
OG_674,0.621,0.01
OG_675,0.645,0.014
OG_676,0.638,0.014
OG_677,0.635,0.017
OG_678,0.655,0.019
OG_679,0.617,0.015
OG_680,0.613,0.013
OG_681,0.546,0.019
OG_682,0.592,0.013
OG_683,0.622,0.019
OG_684,0.6,0.011
OG_685,0.63,0.011
OG_686,0.636,0.02
OG_687,0.603,0.022
OG_688,0.643,0.02
OG_689,0.615,0.016
OG_690,0.595,0.015
OG_691,0.634,0.019
OG_692,0.613,0.02
OG_693,0.627,0.024
OG_694,0.609,0.018
OG_695,0.595,0.014
OG_696,0.657,0.032
OG_697,0.608,0.01
OG_698,0.674,0.02
OG_699,0.594,0.013
OG_700,0.605,0.013
OG_701,0.645,0.015
OG_702,0.642,0.025
OG_703,0.636,0.025
OG_704,0.649,0.012
OG_705,0.675,0.024
OG_706,0.585,0.022
OG_707,0.64,0.018
OG_708,0.619,0.004
OG_709,0.609,0.018
OG_710,0.669,0.02
OG_711,0.633,0.011
OG_712,0.633,0.017
OG_713,0.654,0.022
OG_714,0.663,0.013
OG_715,0.676,0.013
OG_716,0.642,0.016
OG_717,0.631,0.012
OG_718,0.614,0.015
OG_719,0.676,0.01
OG_720,0.596,0.012
OG_721,0.664,0.016
OG_722,0.593,0.015
OG_723,0.599,0.014
OG_724,0.655,0.02
OG_725,0.687,0.007
OG_726,0.62,0.019
OG_727,0.638,0.014
OG_728,0.649,0.036
OG_729,0.636,0.036
OG_730,0.606,0.024
OG_731,0.557,0.016
OG_732,0.691,0.036
OG_733,0.671,0.032
OG_734,0.698,0.029
OG_735,0.663,0.022
OG_736,0.669,0.009
OG_737,0.666,0.011
OG_738,0.637,0.017
OG_739,0.635,0.017
OG_740,0.615,0.012
OG_741,0.627,0.012
OG_742,0.66,0.011
OG_743,0.69,0.024
OG_744,0.591,0.027
OG_745,0.628,0.02
OG_746,0.639,0.02
OG_747,0.636,0.018
OG_748,0.664,0.0
OG_749,0.678,0.023
OG_750,0.652,0.002
OG_751,0.672,0.023
OG_752,0.68,0.016
OG_753,0.663,0.011
OG_754,0.605,0.012
OG_755,0.652,0.009
OG_756,0.655,0.009
OG_757,0.644,0.012
OG_758,0.65,0.014
OG_759,0.66,0.007
OG_760,0.638,0.021
OG_761,0.662,0.018
OG_762,0.632,0.015
OG_763,0.628,0.021
OG_764,0.652,0.01
OG_765,0.658,0.015
OG_766,0.656,0.017
OG_767,0.628,0.013
OG_768,0.608,0.013
OG_769,0.689,0.0
OG_770,0.621,0.004
OG_771,0.658,0.013
OG_772,0.642,0.0
OG_773,0.633,0.0
OG_774,0.645,0.012
OG_775,0.654,0.0
OG_776,0.629,0.0
OG_777,0.646,0.0
OG_778,0.581,0.0
OG_779,0.623,0.014
OG_780,0.591,0.009
OG_781,0.578,0.008
OG_782,0.63,0.006
OG_783,0.661,0.023
OG_784,0.608,0.007
OG_785,0.598,0.013
OG_786,0.674,0.009
OG_787,0.62,0.017
OG_788,0.664,0.023
OG_789,0.665,0.017
OG_790,0.635,0.014
OG_791,0.637,0.015
OG_792,0.624,0.009
OG_793,0.59,0.017
OG_794,0.624,0.019
OG_795,0.704,0.024
OG_796,0.619,0.014
OG_797,0.673,0.028
OG_798,0.695,0.028
OG_799,0.684,0.025
OG_800,0.595,0.015
OG_801,0.704,0.023
OG_802,0.642,0.014
OG_803,0.581,0.024
OG_804,0.622,0.002
OG_805,0.63,0.02
OG_806,0.635,0.016
OG_807,0.66,0.009
OG_808,0.599,0.016
OG_809,0.646,0.012
OG_810,0.608,0.025
OG_811,0.634,0.006
OG_812,0.634,0.01
OG_813,0.625,0.009
OG_814,0.692,0.015
OG_815,0.609,0.009
OG_816,0.53,0.026
OG_817,0.669,0.023
OG_818,0.661,0.045
OG_819,0.64,0.01
OG_820,0.664,0.02
OG_821,0.635,0.018
OG_822,0.653,0.022
OG_823,0.696,0.018
OG_824,0.66,0.017
OG_825,0.611,0.012
OG_826,0.648,0.012
OG_827,0.544,0.0
OG_828,0.634,0.01
OG_829,0.613,0.02
OG_830,0.619,0.011
OG_831,0.65,0.012
OG_832,0.686,0.019
OG_833,0.694,0.027
OG_834,0.637,0.015
OG_835,0.693,0.034
OG_836,0.617,0.025
OG_837,0.627,0.014
OG_838,0.785,0.0
OG_839,0.613,0.018
OG_840,0.636,0.018
OG_841,0.67,0.017
OG_842,0.641,0.029
OG_843,0.639,0.026
OG_844,0.63,0.024
OG_845,0.653,0.012
OG_846,0.608,0.018
OG_847,0.629,0.022
OG_848,0.648,0.012
OG_849,0.654,0.017
OG_850,0.636,0.016
OG_851,0.612,0.014
OG_852,0.651,0.007
OG_853,0.628,0.013
OG_854,0.654,0.017
OG_855,0.632,0.024
OG_856,0.66,0.029
OG_857,0.628,0.029
OG_858,0.66,0.007
OG_859,0.655,0.017
OG_860,0.613,0.016
OG_861,0.636,0.016
OG_862,0.617,0.015
OG_863,0.627,0.017
OG_864,0.601,0.012
OG_865,0.626,0.01
OG_866,0.666,0.024
OG_867,0.643,0.018
OG_868,0.664,0.023
OG_869,0.645,0.019
OG_870,0.645,0.014
OG_871,0.642,0.029
OG_872,0.471,0.012
OG_873,0.629,0.022
OG_874,0.628,0.036
OG_875,0.611,0.022
OG_876,0.605,0.02
OG_877,0.608,0.023
OG_878,0.615,0.01
OG_879,0.621,0.01
OG_880,0.601,0.025
OG_881,0.631,0.02
OG_882,0.647,0.029
OG_883,0.659,0.018
OG_884,0.653,0.014
OG_885,0.621,0.021
OG_886,0.61,0.014
OG_887,0.612,0.026
OG_888,0.618,0.021
OG_889,0.634,0.014
OG_890,0.62,0.018
OG_891,0.633,0.026
OG_892,0.579,0.012
OG_893,0.624,0.018
OG_894,0.617,0.01
OG_895,0.64,0.025
OG_896,0.615,0.008
OG_897,0.579,0.018
OG_898,0.603,0.012
OG_899,0.652,0.02
OG_900,0.621,0.02
OG_901,0.6,0.019
OG_902,0.595,0.014
OG_903,0.644,0.025
OG_904,0.643,0.01
OG_905,0.619,0.02
OG_906,0.656,0.011
OG_907,0.641,0.034
OG_908,0.648,0.017
OG_909,0.67,0.021
OG_910,0.627,0.021
OG_911,0.642,0.012
OG_912,0.604,0.013
OG_913,0.627,0.012
OG_914,0.602,0.0
OG_915,0.655,0.013
OG_916,0.615,0.022
OG_917,0.639,0.012
OG_918,0.634,0.019
OG_919,0.619,0.025
OG_920,0.607,0.03
OG_921,0.605,0.013
OG_922,0.633,0.011
OG_923,0.624,0.035
OG_924,0.624,0.021
OG_925,0.622,0.014
OG_926,0.638,0.018
OG_927,0.642,0.03
OG_928,0.62,0.017
OG_929,0.666,0.048
OG_930,0.602,0.019
OG_931,0.619,0.039
OG_932,0.591,0.015
OG_933,0.612,0.015
OG_934,0.592,0.018
OG_935,0.559,0.009
OG_936,0.597,0.013
OG_937,0.656,0.021
OG_938,0.648,0.017
OG_939,0.569,0.014
OG_940,0.611,0.019
OG_941,0.629,0.011
OG_942,0.608,0.021
OG_943,0.627,0.014
OG_944,0.603,0.018
OG_945,0.617,0.026
OG_946,0.667,0.029
OG_947,0.614,0.018
OG_948,0.607,0.027
OG_949,0.638,0.024
OG_950,0.609,0.014
OG_951,0.622,0.011
OG_952,0.611,0.022
OG_953,0.65,0.017
OG_954,0.671,0.02
OG_955,0.618,0.009
OG_956,0.629,0.015
OG_957,0.645,0.011
OG_958,0.611,0.013
OG_959,0.596,0.021
OG_960,0.659,0.017
OG_961,0.631,0.022
OG_962,0.619,0.019
OG_963,0.658,0.031
OG_964,0.654,0.013
OG_965,0.638,0.019
OG_966,0.673,0.016
OG_967,0.624,0.013
OG_968,0.59,0.016
OG_969,0.627,0.023
OG_970,0.615,0.015
OG_971,0.671,0.02
OG_972,0.619,0.015
OG_973,0.667,0.035
OG_974,0.654,0.023
OG_975,0.608,0.033
OG_976,0.692,0.02
OG_977,0.637,0.009
OG_978,0.645,0.016
OG_979,0.653,0.017
OG_980,0.623,0.039
OG_981,0.632,0.026
OG_982,0.65,0.014
OG_983,0.638,0.015
OG_984,0.617,0.019
OG_985,0.645,0.023
OG_986,0.653,0.011
OG_987,0.612,0.019
OG_988,0.66,0.034
OG_989,0.575,0.012
OG_990,0.575,0.013
OG_991,0.651,0.014
OG_992,0.597,0.016
OG_993,0.695,0.021
OG_994,0.637,0.021
OG_995,0.722,0.017
OG_996,0.654,0.026
OG_997,0.626,0.02
OG_998,0.643,0.015
OG_999,0.674,0.0
OG_1000,0.659,0.01
OG_1001,0.641,0.022
OG_1002,0.645,0.028
OG_1003,0.623,0.014
OG_1004,0.639,0.003
OG_1005,0.629,0.0
OG_1006,0.647,0.0
OG_1007,0.586,0.0
OG_1008,0.579,0.0
OG_1009,0.603,0.0
OG_1010,0.595,0.0
OG_1011,0.603,0.0
OG_1012,0.612,0.0
OG_1013,0.566,0.0
OG_1014,0.602,0.0
OG_1015,0.602,0.0
OG_1016,0.672,0.0
OG_1017,0.641,0.0
OG_1018,0.669,0.0
OG_1019,0.662,0.013
OG_1020,0.641,0.007
OG_1021,0.638,0.0
OG_1022,0.679,0.0
OG_1023,0.552,0.0
OG_1024,0.614,0.027
OG_1025,0.61,0.019
OG_1026,0.612,0.0
OG_1027,0.554,0.02
OG_1028,0.724,0.022
OG_1029,0.588,0.027
OG_1030,0.597,0.0
OG_1031,0.651,0.013
OG_1032,0.703,0.041
OG_1033,0.606,0.0
OG_1034,0.62,0.01
OG_1035,0.611,0.005
OG_1036,0.6,0.0
OG_1037,0.611,0.0
OG_1038,0.625,0.015
OG_1039,0.595,0.01
OG_1040,0.662,0.025
OG_1041,0.642,0.013
OG_1042,0.639,0.014
OG_1043,0.6,0.013
OG_1044,0.634,0.006
OG_1045,0.637,0.014
OG_1046,0.634,0.019
OG_1047,0.624,0.019
OG_1048,0.639,0.032
OG_1049,0.622,0.01
OG_1050,0.651,0.013
OG_1051,0.685,0.035
OG_1052,0.588,0.019
OG_1053,0.612,0.003
OG_1054,0.607,0.01
OG_1055,0.615,0.017
OG_1056,0.763,0.0
OG_1057,0.587,0.003
OG_1058,0.635,0.013
OG_1059,0.618,0.018
OG_1060,0.602,0.01
OG_1061,0.598,0.01
OG_1062,0.619,0.0
OG_1063,0.581,0.016
OG_1064,0.638,0.019
OG_1065,0.668,0.015
OG_1066,0.655,0.021
OG_1067,0.61,0.012
