OG_name,OG size (number of genomes),OG size (total number of genes)
OG_504,40,40
OG_505,40,40
OG_506,17,17
OG_507,23,23
OG_508,23,23
OG_509,23,23
OG_510,16,16
OG_511,25,25
OG_512,39,39
OG_513,40,40
OG_514,40,40
OG_515,23,23
OG_516,40,40
OG_517,23,23
OG_518,23,23
OG_519,17,17
OG_520,20,20
OG_521,2,2
OG_522,21,21
OG_523,40,40
OG_524,40,40
OG_525,23,23
OG_526,40,40
OG_527,24,24
OG_528,21,21
OG_529,21,21
OG_530,20,20
OG_531,21,21
OG_532,40,40
OG_533,40,40
OG_534,40,40
OG_535,21,21
OG_536,3,3
OG_537,40,40
OG_538,40,40
OG_539,21,21
OG_540,23,23
OG_541,17,17
OG_542,17,17
OG_543,16,16
OG_544,25,25
OG_545,40,40
OG_546,24,24
OG_547,40,40
OG_548,3,3
OG_549,39,39
OG_550,40,40
OG_551,20,20
OG_552,24,24
OG_553,37,37
OG_554,40,40
OG_555,17,17
OG_556,40,40
OG_557,40,40
OG_558,40,40
OG_559,39,39
OG_560,3,3
OG_561,3,3
OG_562,3,3
OG_563,17,17
OG_564,15,15
OG_565,6,6
OG_566,3,3
OG_567,4,4
OG_568,2,2
OG_569,7,7
OG_570,3,3
OG_571,23,23
OG_572,18,18
OG_573,18,18
OG_574,3,3
OG_575,3,3
OG_576,2,2
OG_577,2,2
OG_578,24,24
OG_579,40,40
OG_580,18,18
OG_581,17,17
OG_582,5,5
OG_583,40,40
OG_584,40,40
OG_585,25,25
OG_586,21,21
OG_587,25,25
OG_588,3,3
OG_589,40,40
OG_590,40,40
OG_591,38,38
OG_592,40,40
OG_593,22,22
OG_594,19,19
OG_595,23,23
OG_596,40,40
OG_597,40,40
OG_598,40,40
OG_599,40,40
OG_600,39,39
OG_601,40,40
OG_602,40,40
OG_603,23,23
OG_604,40,40
OG_605,22,22
OG_606,40,40
OG_607,22,22
OG_608,40,40
OG_609,21,21
OG_610,40,40
OG_611,40,40
OG_612,21,21
OG_613,3,3
OG_614,3,3
OG_615,21,21
OG_616,17,17
OG_617,25,25
OG_618,18,37
OG_619,39,39
OG_620,23,23
OG_621,24,24
OG_622,24,24
OG_623,23,23
OG_624,40,40
OG_625,40,40
OG_626,40,40
OG_627,3,3
OG_628,3,3
OG_629,17,17
OG_630,14,14
OG_631,3,3
OG_632,40,40
OG_633,40,40
OG_634,40,40
OG_635,40,40
OG_636,25,25
OG_637,3,3
OG_638,3,3
OG_639,40,40
OG_640,39,39
OG_641,40,40
OG_642,40,40
OG_643,40,40
OG_644,40,40
OG_645,40,40
OG_646,40,40
OG_647,40,40
OG_648,40,40
OG_649,40,40
OG_650,40,40
OG_651,40,40
OG_652,38,38
OG_653,21,21
OG_654,39,39
OG_655,40,40
OG_656,21,21
OG_657,40,40
OG_658,40,40
OG_659,25,25
OG_660,19,19
OG_661,3,3
OG_662,40,40
OG_663,40,40
OG_664,40,40
OG_665,40,40
OG_666,24,24
OG_667,22,22
OG_668,40,40
OG_669,22,22
OG_670,24,24
OG_671,40,40
OG_672,40,40
OG_673,40,40
OG_674,40,40
OG_675,40,40
OG_676,40,40
OG_677,40,40
OG_678,40,40
OG_679,40,40
OG_680,24,24
OG_681,38,38
OG_682,40,40
OG_683,40,40
OG_684,40,40
OG_685,39,39
OG_686,39,39
OG_687,40,40
OG_688,40,40
OG_689,40,40
OG_690,40,40
OG_691,40,40
OG_692,40,40
OG_693,23,23
OG_694,25,25
OG_695,21,21
OG_696,17,17
OG_697,20,20
OG_698,17,17
OG_699,20,20
OG_700,22,22
OG_701,23,23
OG_702,40,40
OG_703,23,23
OG_704,21,21
OG_705,23,23
OG_706,20,20
OG_707,21,21
OG_708,24,24
OG_709,23,23
OG_710,23,23
OG_711,22,23
OG_712,23,23
OG_713,25,25
OG_714,21,21
OG_715,40,40
OG_716,25,25
OG_717,23,23
OG_718,25,25
OG_719,23,23
OG_720,35,35
OG_721,38,38
OG_722,40,40
OG_723,25,25
OG_724,40,40
OG_725,36,36
OG_726,40,40
OG_727,40,40
OG_728,21,21
OG_729,5,5
OG_730,21,21
OG_731,40,40
OG_732,20,20
OG_733,23,23
OG_734,25,25
OG_735,40,40
OG_736,23,23
OG_737,40,40
OG_738,40,40
OG_739,35,35
OG_740,25,25
OG_741,24,24
OG_742,24,24
OG_743,25,25
OG_744,40,40
OG_745,20,20
OG_746,24,24
OG_747,40,40
OG_748,40,40
OG_749,39,39
OG_750,24,24
OG_751,39,39
OG_752,40,40
OG_753,40,40
OG_754,40,40
OG_755,40,40
OG_756,22,22
OG_757,40,40
OG_758,40,40
OG_759,25,25
OG_760,40,40
OG_761,40,40
OG_762,40,40
OG_763,40,40
OG_764,25,25
OG_765,40,40
OG_766,3,3
OG_767,3,3
OG_768,40,40
OG_769,40,40
OG_770,40,40
OG_771,40,40
OG_772,40,40
OG_773,39,39
OG_774,24,24
OG_775,40,40
OG_776,40,40
OG_777,40,40
OG_778,40,40
OG_779,39,39
OG_780,25,25
OG_781,40,40
OG_782,40,40
OG_783,40,40
OG_784,24,24
OG_785,3,3
OG_786,15,15
OG_787,3,3
OG_788,3,3
OG_789,12,12
OG_790,3,3
OG_791,3,3
OG_792,3,3
OG_793,3,3
OG_794,17,17
OG_795,14,14
OG_796,17,17
OG_797,16,16
OG_798,18,18
OG_799,21,21
OG_800,40,40
OG_801,39,39
OG_802,25,25
OG_803,40,40
OG_804,40,40
OG_805,22,22
OG_806,40,40
OG_807,23,23
OG_808,23,23
OG_809,40,40
OG_810,40,40
OG_811,40,40
OG_812,24,24
OG_813,40,40
OG_814,40,40
OG_815,40,40
OG_816,5,5
OG_817,40,40
OG_818,17,17
OG_819,21,21
OG_820,21,21
OG_821,20,20
OG_822,25,25
OG_823,40,40
OG_824,40,40
OG_825,40,40
OG_826,24,24
OG_827,40,40
OG_828,40,40
OG_829,23,23
OG_830,25,25
OG_831,40,40
OG_832,40,40
OG_833,23,23
OG_834,21,21
OG_835,40,40
OG_836,23,23
OG_837,40,40
OG_838,40,40
OG_839,24,24
OG_840,40,40
OG_841,40,40
OG_842,40,40
OG_843,39,39
OG_844,40,40
OG_845,11,11
OG_846,22,22
OG_847,40,40
OG_848,40,40
OG_849,24,24
OG_850,21,21
OG_851,23,23
OG_852,24,24
OG_853,25,25
OG_854,24,24
OG_855,40,40
OG_856,23,23
OG_857,24,24
OG_858,21,21
OG_859,40,40
OG_860,23,23
OG_861,25,25
OG_862,23,23
OG_863,40,40
OG_864,40,40
OG_865,40,40
OG_866,38,38
OG_867,36,36
OG_868,39,39
OG_869,39,39
OG_870,23,23
OG_871,21,21
OG_872,39,39
OG_873,38,38
OG_874,39,39
OG_875,39,39
OG_876,18,18
OG_877,40,54
OG_878,39,39
OG_879,40,40
OG_880,40,40
OG_881,40,40
OG_882,40,40
OG_883,40,40
OG_884,40,40
OG_885,40,40
OG_886,40,40
OG_887,25,25
OG_888,40,40
OG_889,25,25
OG_890,40,40
OG_891,40,40
OG_892,23,23
OG_893,23,23
OG_894,40,40
OG_895,40,40
OG_896,23,23
OG_897,25,25
OG_898,21,21
OG_899,25,25
OG_900,40,40
OG_901,22,22
OG_902,39,39
OG_903,40,40
OG_904,40,40
OG_905,38,38
OG_906,21,21
OG_907,39,39
OG_908,40,40
OG_909,40,40
OG_910,40,40
OG_911,40,40
OG_912,40,40
OG_913,40,40
OG_914,40,40
OG_915,3,3
OG_916,40,40
OG_917,40,40
OG_918,25,25
OG_919,40,40
OG_920,40,40
OG_921,40,40
OG_922,39,39
OG_923,40,40
OG_924,40,40
OG_925,39,39
OG_926,40,40
OG_927,40,40
OG_928,40,40
OG_929,40,40
OG_930,40,40
OG_931,40,40
OG_932,40,40
OG_933,24,24
OG_934,21,21
OG_935,24,24
OG_936,40,40
OG_937,25,25
OG_938,39,39
OG_939,40,40
OG_940,24,24
OG_941,25,25
OG_942,25,25
OG_943,40,40
OG_944,21,21
OG_945,38,38
OG_946,40,40
OG_947,40,40
OG_948,40,40
OG_949,40,40
OG_950,40,40
OG_951,40,40
OG_952,40,40
OG_953,40,40
OG_954,40,40
OG_955,25,25
OG_956,23,23
OG_957,21,21
OG_958,25,25
OG_959,40,40
OG_960,37,37
OG_961,25,25
OG_962,40,40
OG_963,25,25
OG_964,40,40
OG_965,40,40
OG_966,21,21
OG_967,40,40
OG_968,40,40
OG_969,25,25
OG_970,40,40
OG_971,40,40
OG_972,21,21
OG_973,24,24
OG_974,39,39
OG_975,40,40
OG_976,40,40
OG_977,40,40
OG_978,24,24
OG_979,40,40
OG_980,40,40
OG_981,40,40
OG_982,39,39
OG_983,23,23
OG_984,23,23
OG_985,40,40
OG_986,21,21
OG_987,40,40
OG_988,36,36
OG_989,39,39
OG_990,21,21
OG_991,24,24
OG_992,3,3
OG_993,40,40
OG_994,25,25
OG_995,40,40
OG_996,20,20
OG_997,23,23
OG_998,23,23
OG_999,25,25
OG_1000,40,40
OG_1001,25,25
OG_1002,40,40
OG_1003,40,40
OG_1004,2,2
OG_1005,1,1
OG_1006,16,16
OG_1007,1,1
OG_1008,1,1
OG_1009,1,1
OG_1010,1,1
OG_1011,1,1
OG_1012,1,1
OG_1013,1,1
OG_1014,1,1
OG_1015,1,1
OG_1016,1,1
OG_1017,1,1
OG_1018,1,1
OG_1019,1,1
OG_1020,14,14
OG_1021,12,12
OG_1022,1,1
OG_1023,1,1
OG_1024,1,1
OG_1025,14,14
OG_1026,7,7
OG_1027,1,1
OG_1028,2,3
OG_1029,11,11
OG_1030,19,19
OG_1031,16,16
OG_1032,14,14
OG_1033,2,2
OG_1034,9,9
OG_1035,14,14
OG_1036,11,11
OG_1037,8,8
OG_1038,18,18
OG_1039,21,21
OG_1040,15,15
OG_1041,8,8
OG_1042,20,20
OG_1043,14,14
OG_1044,2,2
OG_1045,13,13
OG_1046,14,14
OG_1047,2,2
OG_1048,2,2
OG_1049,2,2
OG_1050,2,2
OG_1051,37,37
OG_1052,14,14
OG_1053,14,14
OG_1054,7,7
OG_1055,11,11
OG_1056,35,35
OG_1057,21,21
OG_1058,37,37
OG_1059,37,37
OG_1060,21,21
OG_1061,17,17
OG_1062,18,18
OG_1063,2,2
OG_1064,19,19
OG_1065,2,2
OG_1066,17,17
OG_1067,15,15
OG_1068,2,2
OG_1069,1,1
OG_1070,1,1
OG_1071,2,2
OG_1072,1,1
OG_1073,1,1
OG_1074,1,1
OG_1075,1,1
OG_1076,1,1
OG_1077,2,2
OG_1078,1,1
OG_1079,2,2
OG_1080,2,2
OG_1081,1,1
OG_1082,1,1
OG_1083,1,1
OG_1084,2,2
OG_1085,2,2
OG_1086,1,1
OG_1087,1,1
OG_1088,1,1
OG_1089,2,2
OG_1090,1,1
OG_1091,1,1
OG_1092,2,2
OG_1093,1,1
OG_1094,1,1
OG_1095,2,2
OG_1096,1,1
OG_1097,2,2
OG_1098,2,2
OG_1099,2,2
OG_1100,2,2
OG_1101,1,1
OG_1102,3,3
OG_1103,1,1
OG_1104,1,1
OG_1105,1,1
OG_1106,1,1
OG_1107,1,1
OG_1108,2,2
OG_1109,1,1
OG_1110,1,1
OG_1111,2,2
OG_1112,2,2
OG_1113,1,1
OG_1114,2,2
OG_1115,2,2
OG_1116,1,1
OG_1117,2,2
OG_1118,1,1
OG_1119,1,1
OG_1120,2,2
OG_1121,1,1
OG_1122,2,2
OG_1123,1,1
OG_1124,1,1
OG_1125,1,1
OG_1126,1,1
OG_1127,1,1
OG_1128,1,1
OG_1129,2,2
OG_1130,2,2
OG_1131,1,1
OG_1132,1,1
OG_1133,2,2
OG_1134,1,1
OG_1135,1,1
OG_1136,1,1
OG_1137,1,1
OG_1138,1,1
OG_1139,1,1
OG_1140,1,1
OG_1141,1,1
OG_1142,1,1
OG_1143,2,2
OG_1144,2,2
OG_1145,1,1
OG_1146,2,2
OG_1147,1,1
OG_1148,1,1
OG_1149,2,2
OG_1150,1,1
OG_1151,2,2
OG_1152,1,1
OG_1153,1,1
OG_1154,1,1
OG_1155,1,1
OG_1156,1,1
OG_1157,1,1
OG_1158,1,1
OG_1159,1,1
OG_1160,1,1
OG_1161,1,1
OG_1162,1,1
OG_1163,2,2
OG_1164,2,2
OG_1165,2,2
OG_1166,2,2
OG_1167,2,2
OG_1168,1,1
OG_1169,1,1
OG_1170,1,1
OG_1171,1,1
OG_1172,3,3
OG_1173,1,1
OG_1174,1,1
OG_1175,2,2
OG_1176,1,1
OG_1177,2,2
OG_1178,1,1
OG_1179,1,1
OG_1180,2,2
OG_1181,1,1
OG_1182,1,1
OG_1183,1,1
OG_1184,1,1
OG_1185,1,1
OG_1186,1,1
OG_1187,1,1
OG_1188,2,2
OG_1189,1,1
OG_1190,1,1
OG_1191,1,1
OG_1192,1,1
OG_1193,2,2
OG_1194,1,1
OG_1195,1,1
OG_1196,1,1
OG_1197,1,1
OG_1198,2,2
OG_1199,1,1
OG_1200,2,2
OG_1201,2,2
OG_1202,2,2
OG_1203,2,2
OG_1204,2,2
OG_1205,1,1
OG_1206,1,1
OG_1207,1,1
OG_1208,1,1
OG_1209,1,1
OG_1210,1,1
OG_1211,1,1
OG_1212,1,1
OG_1213,1,1
OG_1214,1,1
OG_1215,1,1
OG_1216,1,1
OG_1217,1,1
OG_1218,1,1
OG_1219,2,2
OG_1220,1,1
OG_1221,2,2
OG_1222,1,1
OG_1223,2,2
OG_1224,2,2
OG_1225,3,3
OG_1226,3,3
OG_1227,1,1
OG_1228,1,1
OG_1229,3,3
OG_1230,2,2
OG_1231,1,1
OG_1232,1,1
OG_1233,1,1
OG_1234,2,2
OG_1235,1,1
OG_1236,1,1
OG_1237,1,1
OG_1238,1,1
OG_1239,1,1
OG_1240,2,2
OG_1241,1,1
OG_1242,1,1
OG_1243,2,2
OG_1244,1,1
OG_1245,2,2
OG_1246,2,2
OG_1247,1,1
OG_1248,2,2
OG_1249,1,1
OG_1250,1,1
OG_1251,2,2
OG_1252,24,24
OG_1253,2,2
OG_1254,1,1
OG_1255,1,1
OG_1256,1,1
OG_1257,1,1
OG_1258,1,1
OG_1259,1,1
OG_1260,2,2
OG_1261,1,1
OG_1262,1,1
OG_1263,2,2
OG_1264,1,1
OG_1265,1,1
OG_1266,2,2
OG_1267,2,2
OG_1268,2,2
OG_1269,1,1
OG_1270,2,2
OG_1271,1,1
OG_1272,2,2
OG_1273,1,1
OG_1274,12,12
OG_1275,1,1
OG_1276,1,1
OG_1277,1,1
OG_1278,1,1
OG_1279,1,1
OG_1280,1,1
OG_1281,1,1
OG_1282,1,1
OG_1283,1,1
OG_1284,1,1
OG_1285,1,1
OG_1286,1,1
OG_1287,1,1
OG_1288,1,1
OG_1289,1,1
OG_1290,1,1
OG_1291,1,1
OG_1292,1,1
OG_1293,2,2
OG_1294,1,1
OG_1295,1,1
OG_1296,4,4
OG_1297,1,1
OG_1298,1,1
OG_1299,1,1
OG_1300,12,12
OG_1301,1,1
OG_1302,1,1
OG_1303,1,1
OG_1304,1,1
OG_1305,1,1
OG_1306,1,1
OG_1307,11,13
OG_1308,1,1
OG_1309,1,1
OG_1310,1,1
OG_1311,3,3
OG_1312,2,2
OG_1313,1,1
OG_1314,3,3
OG_1315,1,1
OG_1316,3,3
OG_1317,1,1
OG_1318,2,2
OG_1319,2,2
OG_1320,1,1
OG_1321,1,1
OG_1322,1,1
OG_1323,1,1
OG_1324,1,1
OG_1325,1,1
OG_1326,2,2
OG_1327,4,4
OG_1328,1,1
OG_1329,1,1
OG_1330,1,1
OG_1331,1,1
OG_1332,1,1
OG_1333,1,1
OG_1334,1,1
OG_1335,1,1
OG_1336,1,1
OG_1337,3,3
OG_1338,4,4
OG_1339,4,4
OG_1340,3,3
OG_1341,1,1
OG_1342,1,1
OG_1343,3,3
OG_1344,3,3
OG_1345,5,5
OG_1346,1,1
OG_1347,2,2
OG_1348,3,3
OG_1349,4,4
OG_1350,3,3
OG_1351,1,1
OG_1352,1,1
OG_1353,2,3
OG_1354,1,1
OG_1355,2,2
OG_1356,2,2
OG_1357,13,13
OG_1358,3,3
OG_1359,3,3
OG_1360,3,3
OG_1361,12,12
OG_1362,3,3
OG_1363,3,3
OG_1364,3,3
OG_1365,4,4
OG_1366,1,1
OG_1367,1,1
OG_1368,1,1
OG_1369,1,1
OG_1370,4,4
OG_1371,3,3
OG_1372,3,3
OG_1373,1,1
OG_1374,1,1
OG_1375,2,2
OG_1376,1,1
OG_1377,1,1
OG_1378,2,2
OG_1379,1,1
OG_1380,1,1
OG_1381,3,3
OG_1382,1,1
OG_1383,1,1
OG_1384,1,1
OG_1385,3,3
OG_1386,1,1
OG_1387,3,3
OG_1388,1,1
OG_1389,3,3
OG_1390,4,4
OG_1391,3,3
OG_1392,1,1
OG_1393,1,1
OG_1394,1,1
OG_1395,1,1
OG_1396,1,1
OG_1397,1,1
OG_1398,1,1
OG_1399,2,2
OG_1400,2,2
OG_1401,1,1
OG_1402,2,2
OG_1403,1,1
OG_1404,1,1
OG_1405,1,1
OG_1406,1,1
OG_1407,2,2
OG_1408,1,1
OG_1409,1,2
OG_1410,1,1
OG_1411,1,1
OG_1412,1,1
OG_1413,1,1
OG_1414,2,2
OG_1415,1,1
OG_1416,1,1
OG_1417,1,1
OG_1418,1,1
OG_1419,1,1
OG_1420,1,1
OG_1421,1,1
OG_1422,1,1
OG_1423,1,1
OG_1424,1,1
OG_1425,2,2
OG_1426,1,1
OG_1427,1,1
OG_1428,1,1
OG_1429,1,2
OG_1430,1,1
OG_1431,1,1
OG_1432,1,1
OG_1433,2,2
OG_1434,1,1
OG_1435,1,1
OG_1436,1,1
OG_1437,1,1
OG_1438,2,2
OG_1439,2,2
OG_1440,2,2
OG_1441,1,1
OG_1442,1,1
OG_1443,2,2
OG_1444,2,2
OG_1445,2,2
OG_1446,1,1
OG_1447,1,1
OG_1448,1,1
OG_1449,1,1
OG_1450,1,1
OG_1451,1,1
OG_1452,3,3
OG_1453,2,2
OG_1454,2,2
OG_1455,2,2
OG_1456,1,1
OG_1457,2,2
OG_1458,2,2
OG_1459,1,1
OG_1460,2,2
OG_1461,1,1
OG_1462,2,2
OG_1463,1,1
OG_1464,1,1
OG_1465,1,1
OG_1466,2,2
OG_1467,1,1
OG_1468,1,1
OG_1469,1,1
OG_1470,1,1
OG_1471,1,1
OG_1472,1,1
OG_1473,1,1
OG_1474,1,1
OG_1475,1,1
OG_1476,1,1
OG_1477,1,1
OG_1478,1,1
OG_1479,1,1
OG_1480,1,1
OG_1481,1,1
OG_1482,1,1
OG_1483,1,1
OG_1484,1,1
OG_1485,1,1
OG_1486,1,1
OG_1487,1,1
OG_1488,1,1
OG_1489,1,3
OG_1490,1,1
OG_1491,2,2
OG_1492,1,1
OG_1493,16,16
