OG_name,CAI_mean,knum,knum_description,b1,b6,b7,b8
OG_3565,0.7813672537982639,,,b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458538.1_3700_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463105.1_4094_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000981150.1_4344_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000981150.1_4424_1
OG_3805,0.780931431356164,K02939,"K02939 (large subunit ribosomal protein L9, https://www.genome.jp/entry/K02939)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458828.1_3947_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463255.1_4245_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001196065.1_4652_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001196065.1_4578_1
OG_3496,0.7725305590537332,K02982,"K02982 (small subunit ribosomal protein S3, https://www.genome.jp/entry/K02982)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458466.1_3630_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462338.1_3326_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000529945.1_4271_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000529945.1_3625_1
OG_781,0.7711186459487172,K00656,"K00656 (formate C-acetyltransferase [EC:2.3.1.54], https://www.genome.jp/entry/K00656)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455460.1_792_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459948.1_938_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001292799.1_2074_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001539602.1_1022_1
OG_3749,0.7709457353545033,K04077,"K04077 (chaperonin GroEL [EC:5.6.1.7], https://www.genome.jp/entry/K04077)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458769.1_3890_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463194.1_4184_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000729126.1_4590_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000729126.1_4516_1
OG_1922,0.7669495291157015,K02897,"K02897 (large subunit ribosomal protein L25, https://www.genome.jp/entry/K02897)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456782.1_2012_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461168.1_2158_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000494192.1_659_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000494192.1_2427_1
OG_3240,0.7664939984831318,K02913,"K02913 (large subunit ribosomal protein L33, https://www.genome.jp/entry/K02913)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458199.1_3372_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462627.1_3615_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001051798.1_3972_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001051798.1_3925_1
OG_862,0.7653982609340408,K03286,"K03286 (OmpA-OmpF porin, OOP family, https://www.genome.jp/entry/K03286)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455568.1_896_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460044.1_1034_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_010989142.1_1957_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001539650.1_1122_1
OG_1416,0.7622814064670229,K02916,"K02916 (large subunit ribosomal protein L35, https://www.genome.jp/entry/K02916)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456177.1_1469_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460301.1_1291_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001124225.1_1272_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001124225.1_1484_1
OG_2685,0.7604249341751732,K02970,"K02970 (small subunit ribosomal protein S21, https://www.genome.jp/entry/K02970)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457600.1_2792_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462124.1_3112_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001144069.1_3295_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001144069.1_3408_1
OG_4530,0.7594100774408633,K02914,"K02914 (large subunit ribosomal protein L34, https://www.genome.jp/entry/K02914)",,,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000831330.1_3855_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000831330.1_4036_1
OG_3802,0.7585564511222211,K02990,"K02990 (small subunit ribosomal protein S6, https://www.genome.jp/entry/K02990)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458825.1_3944_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463252.1_4242_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001216673.1_4649_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001216673.1_4575_1
OG_2965,0.7537778445349028,K03530;K05787,"K03530 (DNA-binding protein HU-beta, https://www.genome.jp/entry/K03530);K05787 (DNA-binding protein HU-alpha, https://www.genome.jp/entry/K05787)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457904.1_3088_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463039.1_4028_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001044509.1_3626_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001044509.1_4350_1
OG_3499,0.7532884592411506,K02961,"K02961 (small subunit ribosomal protein S17, https://www.genome.jp/entry/K02961)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458469.1_3633_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462335.1_3323_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000130101.1_4274_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000130101.1_3622_1
OG_3490,0.7501383240937649,K02906,"K02906 (large subunit ribosomal protein L3, https://www.genome.jp/entry/K02906)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458460.1_3624_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462344.1_3332_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000579838.1_4265_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000579838.1_3631_1
OG_3493,0.7455177214802072,K02886,"K02886 (large subunit ribosomal protein L2, https://www.genome.jp/entry/K02886)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458463.1_3627_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462341.1_3329_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000301869.1_4268_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000301869.1_3628_1
OG_3484,0.7451083439662697,K02355,"K02355 (elongation factor G, https://www.genome.jp/entry/K02355)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458454.1_3618_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462350.1_3338_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000124693.1_4256_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000124693.1_3640_1
OG_39,0.7447189449972407,K02968,"K02968 (small subunit ribosomal protein S20, https://www.genome.jp/entry/K02968)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_454654.1_40_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459048.1_43_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001518655.1_46_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001518655.1_43_1
OG_3509,0.7444965001599722,K02876,"K02876 (large subunit ribosomal protein L15, https://www.genome.jp/entry/K02876)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458479.1_3643_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462325.1_3313_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001238917.1_4284_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001238917.1_3612_1
OG_636,0.7434592720526887,K03640,"K03640 (peptidoglycan-associated lipoprotein, https://www.genome.jp/entry/K03640)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455305.1_646_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459734.1_726_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001176621.1_2246_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001176621.1_831_1
OG_3804,0.7390602428037888,K02963,"K02963 (small subunit ribosomal protein S18, https://www.genome.jp/entry/K02963)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_458827.1_3946_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463254.2_4244_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000135199.1_4651_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000135199.1_4577_1
OG_974,0.7353228738537081,K02078,"K02078 (acyl carrier protein, https://www.genome.jp/entry/K02078)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455689.1_1014_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460166.1_1156_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000103754.1_1817_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000103754.1_1261_1
OG_2247,0.7344184143953174,K06866,"K06866 (autonomous glycyl radical cofactor, https://www.genome.jp/entry/K06866)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457121.1_2343_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461581.1_2571_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000627811.1_276_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000627811.1_2876_1
OG_2981,0.7296233668732548,K02867,"K02867 (large subunit ribosomal protein L11, https://www.genome.jp/entry/K02867)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457921.1_3106_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_463018.1_4007_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001085926.1_3647_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001085926.1_4329_1
OG_2807,0.7282474110656785,K02871,"K02871 (large subunit ribosomal protein L13, https://www.genome.jp/entry/K02871)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457722.1_2915_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462255.1_3243_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000847559.1_3431_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000847559.1_3540_1
OG_387,0.7279320862141354,K03545,"K03545 (trigger factor, https://www.genome.jp/entry/K03545)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455044.1_394_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459443.1_436_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_001198406.1_2545_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001198408.1_539_1
OG_4193,0.7261036834903665,K09476;K16076,"K09476 (outer membrane pore protein F, https://www.genome.jp/entry/K09476);K16076 (outer membrane porin protein LC, https://www.genome.jp/entry/K16076)",,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460531.1_1521_1,,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000769035.1_1716_1
OG_11,0.7247954027789247,K04043,"K04043 (molecular chaperone DnaK, https://www.genome.jp/entry/K04043)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_454622.1_12_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459017.1_12_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000516126.1_12_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_001538890.1_12_1
OG_3052,0.7226418761929458,K04564,"K04564 (superoxide dismutase, Fe-Mn family [EC:1.15.1.1], https://www.genome.jp/entry/K04564)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_457996.1_3177_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_462936.1_3925_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000122632.1_3731_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_011264436.1_4241_1
OG_199,0.7226028375995158,K02357,"K02357 (elongation factor Ts, https://www.genome.jp/entry/K02357)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_454824.1_203_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459222.1_217_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000808106.1_230_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000808106.1_233_1
OG_1415,0.7217510955194683,K02887,"K02887 (large subunit ribosomal protein L20, https://www.genome.jp/entry/K02887)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456176.1_1468_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_460302.1_1292_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000124850.1_1273_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000124850.1_1485_1
OG_696,0.7212682101064858,K11934,"K11934 (outer membrane protein X, https://www.genome.jp/entry/K11934)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455368.1_706_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459810.1_802_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000716763.1_2174_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000716763.1_913_1
OG_346,0.7204374867715052,K03386,"K03386 (peroxiredoxin 2/4 [EC:1.11.1.24], https://www.genome.jp/entry/K03386)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_454997.1_353_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459397.1_390_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000244731.1_2596_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000244731.1_490_1
OG_523,0.7183292739129338,K24119,"K24119 (NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26], https://www.genome.jp/entry/K24119)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_455184.1_532_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_459600.1_592_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000052802.1_2383_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000052802.1_705_1
OG_1950,0.7158188922237125,K09475;K09476,"K09475 (outer membrane pore protein C, https://www.genome.jp/entry/K09475);K09476 (outer membrane pore protein F, https://www.genome.jp/entry/K09476)",b1:b1_b1_b1_b1_b1_b1_b1_b1_b1_lcl_NC_003198.1_cds_NP_456812.1_2041_1,b6:b6_b6_b6_b6_b6_b6_b6_b6_b6_lcl_NC_003197.2_cds_NP_461210.1_2200_1,b7:b7_b7_b7_b7_b7_b7_b7_b7_b7_lcl_NC_004631.1_cds_WP_000865526.1_624_1,b8:b8_b8_b8_b8_b8_b8_b8_b8_b8_lcl_NC_006905.1_cds_WP_000865521.1_2466_1
